OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
1425,Sports Field Sand,1000146140,3,1160d206-072f-49bb-b602-40e6b65e3d21,Winter - Sand - 1 - Football,10938,Albany Domain,Upper Harbour,Library Lane,21,Auckland,2893.2041015625,233.775992691951
1426,Cricket Wicket,1000147260,3,6d6c85fd-87ab-4fe2-8b3d-8339959a56f4,Summer - Astro - Cricket Wicket 2A,11054,Birkenhead War Memorial Park,Kaipatiki,Birkenhead Avenue,102,Auckland,75.576171875,60.1187297104454
1427,Cricket Wicket,1000150777,3,7465dcb4-2040-4217-af32-8fac621f5756,Summer - Astro - Cricket Wicket 1A,11390,Hobsonville War Memorial,Upper Harbour,Hobsonville Road,126,Auckland,64.2333984375,55.1383114524308
1428,Court,1000151666,3,2ee2da4d-1308-429f-966f-26edf975b97b,SURF-Basketball Court,11420,Starling Park,Henderson-Massey,Glen Road,34-44,Auckland,194.2783203125,59.3536380710883
1429,Court,1000164136,3,15bca37b-5633-48c3-810b-fd0c7fa596ab,SURF - Court,22669,Armour Bay Reserve,Waitakere Ranges,Armour Road,2,Auckland,1176.02734375,137.425006239953
1430,Cricket Wicket,1000162251,3,0aaa2dcc-4b07-48d0-8ffd-bac533a4ce66,Summer - Sand - Cricket Block 1 (x5),22120,Windsor Park,Upper Harbour,Noel Williams Place,20,Auckland,406.7666015625,87.2395672571297
1431,Court,1000730532,3,cf5df83f-c00e-43dc-8477-13fd495bb418,SURF - Half Court surface,11346,Sister Rene Shadbolt Park,Whau,Portage Road,130,Auckland,115.5576171875,41.4924537891912
1432,Athletic,1000149210,3,03f31321-a30d-4169-b128-4e43af73f43f,Summer-Rubber-Athletics Long Jump run up,11169,Massey Park - Papakura,Papakura,Ron Keat Drive,2R,Papakura,201.13671875,158.333113282797
1433,Athletic,1000145140,3,5eac04ef-49fc-4193-afbc-45f0fa2a1dd3,Summer-Rubber-Athletics Long Jump run up,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,265.61328125,185.769801209833
1434,Cricket Wicket,1000136822,3,68904edf-8b0b-459f-ae4b-4a4e08742741,Summer - Soil - Cricket Block 1,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,229.42578125,65.8860249926895
1435,Cricket Wicket,1000135017,3,6fc32d48-f996-4027-abf7-9689bb73dd3a,Summer - Soil - Cricket Block 6,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,229.96484375,65.9947631095751
1436,Court,1000144795,3,1a61a7a0-0a6c-4c71-9f42-8548a1db7ba1,Short Put Field,10627,Omana Park,Otara-Papatoetoe,Omana Road,23R,Manukau,3.6826171875,6.81320977667648
1437,Court,1000222742,3,af0e157a-da38-4797-b43d-3b90470efcad,SURF-Basketball Half Court,21523,Flat Rock Reserve,Maungakiekie-Tamaki,Panama Road,416A,Auckland,61.115234375,31.271813982683
1438,Cricket Wicket,1000140168,3,144fd7d0-8174-4294-bf85-cabdee7ce98b,Summer - Soil - Cricket Block 3,10415,Melville Park,Albert-Eden,Gillies Avenue,249,Auckland,399.94140625,81.9946383770738
1439,Cricket Wicket,1000135008,3,593e6bae-4d11-4008-8f67-7580554e80fb,Summer - Soil - Cricket Block 3,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,229.9638671875,65.9947630406034
1440,Cricket Wicket,1000135026,3,d0c5bafd-4394-427e-a282-8a5b47a396fa,Summer - Soil - Cricket Block 7,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,229.9599609375,65.9949425951204
1441,Athletic,1000147228,3,ee3a90be-665b-4b14-a770-e7e3cd3694e3,Summer-Rubber-Shot Put Area,11169,Massey Park - Papakura,Papakura,Ron Keat Drive,2R,Papakura,204.900390625,152.226383715221
1442,Cricket Wicket,1000134034,3,f4197177-5e0a-42d5-8eee-1a401b662212,Summer - Soil - Cricket Block 4,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,308.4814453125,73.9887884216767
1443,Cricket Wicket,1000138881,3,3492bcf7-9bb8-49a3-b798-dba8599f03ff,Summer - Soil - Cricket Block 2,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,246.64453125,74.4892886989854
1444,Cricket Wicket,1000141852,3,75d595c9-cb9a-4fe9-a526-3270991af4a2,Summer - Soil - Cricket Block 1,10401,Thomas Bloodworth Park,Orakei,Shore Road,2-30,Auckland,178.81640625,63.9306837429384
1445,Cricket Wicket,1000134025,3,94d6ffbd-4956-4088-9360-63f8093df223,Summer - Soil - Cricket Block 3,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,297.8623046875,72.9706516279064
1446,Cricket Wicket,1000142465,3,9c4c8265-43cb-4d04-9645-1265a2ddf864,Summer - Soil - Cricket Block 1,10415,Melville Park,Albert-Eden,Gillies Avenue,249,Auckland,299.9169921875,73.9919409833777
1447,Court,1000144804,3,ba9a4ca8-7a5b-4029-9459-e0e7495dfd35,Hammer Field,10627,Omana Park,Otara-Papatoetoe,Omana Road,23R,Manukau,6.4794921875,9.03300204986356
1448,Cricket Wicket,1000136849,3,7170b525-bf52-4fbc-af26-fc313ee9eb3d,Summer - Soil - Cricket Block 5,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,243.7451171875,68.024245859342
1449,Cricket Wicket,1000138872,3,e04c664f-7f38-46ef-b16d-d00a24f1e6dc,CRIK -Summer Soil - Block 1,10365,Keith Hay Park,Puketapapa,Richardson Road,660,Auckland Central,491.392578125,90.6570905037411
1450,Cricket Wicket,1000134016,3,51227f4e-c0f4-48bf-8fa3-a91ca7ea892a,Summer - Soil - Cricket Block 2,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,249.92578125,67.7305271386144
1451,Cricket Wicket,1000136831,3,3cd067f0-968d-4479-8737-39d60ccf2ffc,Summer - Soil - Cricket Block 2,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,224.7783203125,65.5920993203078
1452,Cricket Wicket,1000140163,3,d8658c51-ca76-4583-8070-31b4f77ac0b9,Summer - Soil - Cricket Block 2,10415,Melville Park,Albert-Eden,Gillies Avenue,249,Auckland,404.14453125,82.5201840203399
1453,Cricket Wicket,1000136840,3,188a08bb-7276-4a01-97cb-0c97e046fb8e,Summer - Soil - Cricket Block 4,10194,Waikaraka Park,Maungakiekie-Tamaki,Neilson Street,175-243,Auckland Central,229.9658203125,65.9948527011636
1454,Cricket Wicket,1000134015,3,08e91ce6-cdd5-49b0-b71a-5e3aeaeb5d85,Summer - Soil - Cricket Block 1,10004,Walker Park,Albert-Eden,Walker Road,7,Auckland,278.8720703125,70.116873682551
1455,Court,1000142656,3,5ccd3691-9052-48f2-a607-82c68b78703b,Netball Court-4,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,861.20703125,120.733156339927
1456,Court,1000142647,3,6c38c677-b9b3-49be-8167-58d400148962,Netball Court-3,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,746.8212890625,114.6827442413
1457,Court,1000142638,3,4a59979f-3b42-4e05-ad39-eedd8931a50f,Netball Court-2,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,847.990234375,120.050466361634
1458,Court,1000143566,3,534b1bb9-f56d-4a74-82fd-82abffe8c3d7,Netball Court-1,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,743.533203125,114.353627665422
1459,Court,1000142629,3,c4644ec4-d31f-483c-9ea8-766daff66744,Netball Court-5,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,934.3369140625,127.577503182805
1460,Court,1000142665,3,57de2018-3131-420a-a710-e194835c530b,Netball Court-6,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,820.0029296875,122.000080676386
1461,Court,1000144867,3,071faee6-2433-4997-ad45-2af3b641107f,Netball Court-7,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,840.498046875,122.999904484406
1462,Court,1000142674,3,0ac5768a-a6fa-4e0f-ae8f-23695967c9df,Netball Court-8,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,922.498046875,126.999983475302
1463,Court,1000144876,3,fecb3dd4-eb42-47a8-a1de-7048b599e6c5,Netball Court-9,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,902.0009765625,126.000065453895
1464,Court,1000142683,3,0795c69b-d0f2-4eba-bc02-a470dbce34ef,Netball Court-10,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,840.4990234375,122.999904484406
1465,Court,1000142692,3,f009a456-8a5a-45e7-92f0-b711a435d50d,Netball Court-11,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,820.001953125,122.00013602923
1466,Court,1000144885,3,1d7476de-54a4-4383-a416-a64ce5c0dc52,Netball Court-12,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,902.001953125,126.000046032489
1467,Sports Field Soil,1000150804,3,69288eb3-6acb-4e00-9100-47bf54a2b3cf,Winter - Soil - 2 - Football,11390,Hobsonville War Memorial,Upper Harbour,Hobsonville Road,126,Auckland,3645.5205078125,244.685781810904
1468,Sports Field Soil,1000150795,3,7f2d1641-970d-4a98-9ae5-621cf9bcc774,Winter - Soil - 1 - Football,11390,Hobsonville War Memorial,Upper Harbour,Hobsonville Road,126,Auckland,6438.880859375,328.535607143391
1469,Sports Field Sand,1000162269,3,cffb1509-88a4-4844-8876-646a94df60c9,Winter - Sand - 3 - Rugby,22120,Windsor Park,Upper Harbour,Noel Williams Place,20,Auckland,6715.6748046875,346.86605129501
1470,Sports Field Sand,1000136529,3,9d61d8d5-3b42-4b6f-b1ae-721707668d55,Winter - Sand - 1 - General Sport,10298,Alan Wood Reserve,Albert-Eden,Hendon Avenue,63,Auckland Central,2502.9970703125,218.190625955001
1471,Sports Field Sand,1000142033,3,0798ef35-96a3-4a89-81fd-b1d5d55d009c,Winter - Sand - 2 - Football,10424,Madills Farm Recreation Reserve,Orakei,Baddeley Avenue,6,Auckland,6324.79110236466,330.252574223858
1472,Court,1000160487,3,7029ee4e-3dd2-4633-83c3-baa2b801041b,COUR-Basketball/Tennis-By skatepark,21782,Randwick Park (Secretariat Place),Manurewa,Riverton Drive,32,Auckland,715.4921875,110.480775897205
1473,Court,1000160573,3,c5187383-d3ee-4470-a455-cc68b1df3319,COUR-Volleyball-By skatepark,21782,Randwick Park (Secretariat Place),Manurewa,Riverton Drive,32,Auckland,604.8984375,98.7204850847766
1474,Court,1000160564,3,527fa77f-9ee1-499d-bff7-290d4b5d2046,COUR-Basketball-By skatepark,21782,Randwick Park (Secretariat Place),Manurewa,Riverton Drive,32,Auckland,701.365336913615,110.898807244832
1475,Cricket Wicket,1000160505,3,4435f8e0-52a8-4649-8b44-320b2f90c503,Cricket Net - Astro Wicket - x2 Lanes,21782,Randwick Park (Secretariat Place),Manurewa,Riverton Drive,32,Auckland,113.5341796875,44.3809112870393
1476,Cricket Wicket,1000113053,3,8ef58e40-c2ff-4c2f-8786-b200fe3ee311,SafetyTiles-Run up of cricket wicket,21782,Randwick Park (Secretariat Place),Manurewa,Riverton Drive,32,Auckland,52.3125,29.0805202965719
1477,Court,1000147047,3,03ed3eb5-e15a-46b0-9241-8a46a5aa5095,Basketball court in skatepark,10807,Barry Curtis Park,Howick,Chapel Road,163,Auckland,665.828125,104.938825326181
1478,Court,1000158103,3,500c3e63-40cb-4a42-96f0-d216ec9afdc7,COUR - Basketball - Concrete,21229,Volta Park (Templeton Place Reserve),Manurewa,Volta Place,13R,Auckland,93.2884881552309,38.78026040489
1479,Court,1000183812,3,4fb133aa-f604-4822-a031-0fc0141cc268,COUR-Volleyball by Playground,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,155.6591796875,53.0412821884036
1480,Court,1000145599,3,c00a3a0b-4a2c-4ddf-b2ba-c28c555f54e8,Tennis Court-39000,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,612.71875,105.180487576098
1481,Court,1000144233,3,68304c8a-0c1e-476a-9497-a3a12f838f7c,Tennis Courts (A),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,448.0009765625,92.0001342295545
1482,Court,1000142786,3,e2c41c90-5689-479c-bd50-bb9d9b5edda1,Tennis Courts (A),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,448.0009765625,92.0001624585341
1483,Court,1000144242,3,50926ba5-40c7-496b-981d-5cdb8db570b6,Tennis Courts (A),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,555.001953125,104.000095059078
1484,Court,1000144251,3,2a34427a-845e-48b6-8717-10b29902a636,Tennis Courts (A),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,555.0009765625,104.000095056951
1485,Court,1000142794,3,0d52d5b6-311e-41aa-aec6-6ea44d6dd83f,Tennis Courts (A),10534,Karaka Sports Park & Karaka Hall,Franklin,Blackbridge Road,,Franklin,554.9990234375,103.99995648299
1486,Court,1000145033,3,c4be4baf-de0d-4360-a6d4-7173c00f4fc7,Athletics Shot Put 2,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,6.72961074579507,9.19601993931798
1487,Court,1000145024,3,6c49452a-4108-41a7-a959-628acc388405,Athletics Shot Put 1,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,5.29017524980009,8.15342276626505
1488,Court,1000143352,3,62e05599-2010-4367-8cb3-0dc8a9dddbbd,Athletics Hammer Throw,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,5.82762475404888,8.55757515063243
1489,Court,1000143355,3,d1d6ac9a-a9bd-4c7f-824e-b0fd74832f90,Athletics Shot Put 3,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,4.6730898427777,7.66314418959847
1490,Court,1000144894,3,e754c91b-ddf0-4d72-bd5a-877430bd4a5e,Basketball Court - 1,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,422.0673828125,86.0248907451971
1491,Court,1000144903,3,5840e9a9-b28b-40f2-a56e-702b2c7ef92c,Basketball Court - 2,10628,Manurewa Netball Complex,Manurewa,Dalgety Drive,1R,Auckland,427.0830078125,86.6517585797348
1492,Court,1000147309,3,d5cc9e28-bcc7-4bbc-8141-12df40dfe168,Tennis Courts (A),10906,Whitford War Memorial Domain,Franklin,Whitford-Maraetai Road,53R,Auckland,258.859375,69.1470292676743
1493,Court,1000147318,3,6cee424c-1479-4d5b-b368-bf378542210f,Tennis Courts (A),10906,Whitford War Memorial Domain,Franklin,Whitford-Maraetai Road,53R,Auckland,258.8564453125,69.1470292658249
1494,Court,1000146124,3,86782ee0-0146-4942-8e1c-573164cf4f5f,Tennis Courts (A),10906,Whitford War Memorial Domain,Franklin,Whitford-Maraetai Road,53R,Auckland,258.8583984375,69.1470292666389
1495,Court,1000146133,3,38134ab4-9736-4284-a64c-037edd818d04,Tennis Courts (A),10906,Whitford War Memorial Domain,Franklin,Whitford-Maraetai Road,53R,Auckland,258.857421875,69.1470292664177
1496,Cricket Practice Area,1000146142,3,2b01e349-26c9-4ca0-a5b0-6ac54801e136,Tennis Courts (A),10906,Whitford War Memorial Domain,Franklin,Whitford-Maraetai Road,53R,Auckland,910.451171875,458.596880540899
1497,Court,1000143118,3,43690ea0-0f03-4abf-bb6e-f8d5c702b1ed,COUR-Bocce-By Greyhound cprk-1000143118,10591,Manukau Sports Bowl & Velodrome,Otara-Papatoetoe,Boundary Road,1,Auckland,140.9892578125,52.1816983497858
1498,Court,1000144956,3,3ac7f171-e518-4bda-91c8-3b2373aa15b6,COUR-Bocce-By Greyhound cprk-100014459,10591,Manukau Sports Bowl & Velodrome,Otara-Papatoetoe,Boundary Road,1,Auckland,143.255859375,52.5402561130227
1499,Sports Field Sand,1000143539,3,0a7f0d2b-a83e-4f2c-a3a2-aa262ba7eb3d,Long Jump Pit,10627,Omana Park,Otara-Papatoetoe,Omana Road,23R,Manukau,53.154296875,42.8901338047122
1500,Cricket Wicket,1000150786,3,d94ee76d-618f-4440-a52c-b5dca22554e0,Summer - Soil - Cricket Block 1,11390,Hobsonville War Memorial,Upper Harbour,Hobsonville Road,126,Auckland,205.9140625,66.4186867351105
1501,Court,1000131927,3,cf3eeeab-f8c4-43b4-bedf-07dba9719d68,SURF-Half Court,11375,Te Rangi Hiroa/Birdwood Winery,Henderson-Massey,Glen Road,75,Auckland,100.568359375,40.1162204869168
1502,Court,1000131928,3,69226225-8e0e-42d6-b046-a68102bd5cea,SURF-Full Court,11375,Te Rangi Hiroa/Birdwood Winery,Henderson-Massey,Glen Road,75,Auckland,549.943359375,96.8436195753397
1503,Court,1000146048,3,f44e46df-5549-4639-8307-a5413758dde5,Tennis Courts (A),10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,496.3134765625,97.3415152576191
1504,Court,1000144155,3,c2127ef0-c727-4664-8e16-8d31b8d08870,Tennis Courts (A),10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,496.314453125,97.3415152576191
1505,Court,1000146057,3,3519fdc7-b17b-4a91-a045-2f1296400f7c,Tennis Courts (A),10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,496.3154296875,97.3415152563389
1506,Court,1000144164,3,f80fb6a0-e217-407e-930b-9bd38cd95985,Tennis Courts (A),10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,496.3125,97.341515257619
1507,Court,1000146066,3,0ffef8e3-cd14-4fd1-b774-963ff9ff8f91,Tennis Courts (A),10711,Clevedon Showgrounds Reserve,Franklin,Monument Road,73R,Franklin,496.3134765625,97.3415152576191
1508,Court,1000158774,3,0cf20e4d-eb48-4b81-86c1-eaf6059aa3ab,VOLLEY BALL COURT - SE END OF PARK,21697,Valonia Reserve,Whau,Valonia Street,35,Auckland,344.44140625,76.5255510049682
1509,Court,1000153637,3,d6ba3467-de4e-462c-a050-2484922af0be,COUC-BB-E of East Carpark-Spark,20076,Hooton/Oteha Valley/Gills/Anaharta Resv,Upper Harbour,Oteha Valley Road,259,Auckland,568.376953125,99.1343235786669
1510,Sports Field Sand,1000150308,3,cd3ce6cb-5de8-49f5-9496-3686156d1840,Winter - Sand - 2 - League,11341,Ranui Domain,Henderson-Massey,Swanson Road,504A,Auckland,7857.037109375,366.113304861571
1511,Sports Track,1000149523,3,6aa3fdfc-e0c8-4843-99e2-7d278ba21097,STRA-BMX-Rec Precinct,11375,Te Rangi Hiroa/Birdwood Winery,Henderson-Massey,Glen Road,75,Auckland,2256.34659061767,638.790449353259
1512,Court,1000166540,3,5caeac1b-1a20-4a84-92a9-24eab0b1e8e8,Basketball Court - Concrete-37000,22758,Laxon Esplanade Reserve,Otara-Papatoetoe,Laxon Avenue,28R,Auckland,100.5087890625,40.1094538781561
1513,Cricket Practice Area,1000142574,3,256b074e-c43d-4d98-84ba-78896afce730,Cricket Net - Astro Wicket - x6 Lanes,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,862.92543835938,172.887015964559
1514,Sports Field Sand,1000140297,3,21d45d21-aa63-4486-bbb1-814973fe4a03,Winter - Sand - 2 - Football,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,7204.2958984375,347.130947054073
1515,Sports Field Sand,1000140306,3,a643432e-467b-43a0-a863-96f650a6ee3e,Winter - Sand - 5 - Football,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,5237.744140625,296.011234922623
1516,Sports Field Sand,1000140315,3,13b41672-7953-46a7-b9f3-03d217139f4e,Winter - Sand - 4 - Football,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,2846.0126953125,215.752104249356
1517,Sports Field Sand,1000140324,3,397b1d2d-7a4a-43d4-b8ab-ed66a9611547,Winter - Sand - 3 - Football,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,6864.48046875,391.665648650957
1518,Cricket Wicket,1000142592,3,3d7760c2-51cc-4c9f-b10d-5d73fe20341a,Summer - Soil - Cricket Block 1,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,323.6650390625,75.0900177885062
1519,Cricket Wicket,1000140270,3,6fac96bc-1eca-4092-b980-00673929a42f,Summer - Soil - Cricket Block 2,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,148.74609375,60.3887806346285
1520,Cricket Wicket,1000142583,3,9b8a6140-4476-4871-a761-1c45038263fc,Summer - Astro - Cricket Wicket 1,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,64.6806640625,53.6277730261892
1521,Cricket Wicket,1000140252,3,52e61cbf-bff4-4a8a-97be-d4631de555de,Summer - Astro - Cricket Wicket 2,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,63.0576171875,53.3138816086329
1522,Cricket Wicket,1000140261,3,ed25d060-992f-42e2-8b51-f768126fd5c4,Summer - Astro - Cricket Wicket 3,10441,Michaels Avenue Reserve,Orakei,Michaels Avenue,46,Auckland,63.056640625,53.3138816086329
1523,Court,1000192581,3,92880830-9d9e-4b00-a205-b3eaa5ced812,COUR - Concrete - Basketball,22758,Laxon Esplanade Reserve,Otara-Papatoetoe,Wymondley Road,84R,Auckland,39.263671875,25.157863035819
1524,Court,1000145061,3,762e2084-54b7-4a63-a7c0-195d7cb27ae0,Basketball Court - Concrete-37000,10560,Clarks Beach Rec Res and Golf Club,Franklin,Stevenson Road,100,Auckland South,40.734375,25.6783354022995
1525,Court,1000152313,3,7fb5d8fe-a3b0-4ab3-ae6a-35b3e4887f60,Long Jump Pit,20224,Waiuku Sports Park,Franklin,Constable Road,,Auckland,21.0345588847995,20.5975295748677
1526,Court,1000159545,3,2110daf1-8876-41b7-befc-1e58e33d22d9,Basketball Court - Concrete-37000,21631,Robin Brooke Park,Howick,Robin Brooke Drive,2R,Auckland,81.015625,36.0066271240814
1527,Court,1000148929,3,47127310-ca05-443d-9eeb-61d18c74d209,COUR-N of Playground,11208,Puhoi Pioneer's Memorial Park Domain,Rodney,Domain Road,,Auckland,1051.689453125,130.057561031636
1528,Cricket Wicket,1000162242,3,a1709403-93e8-491c-b791-75d28e0366de,Summer - Astro - Cricket Wicket 1A,22120,Windsor Park,Upper Harbour,Noel Williams Place,20,Auckland,77.9638671875,65.1926315675401
1529,Sports Track,1000057199,3,a281323f-791c-4a36-89c5-b07f3e15bf72,BMX-Track,10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,2587.05363238975,634.374172047711
1530,Court,1000166147,3,ac22e1a2-f966-4eb8-bedb-4dc6371917ee,COUR-3x Tennis & 1x basketball/netball,22617,Muriwai Village Green,Rodney,Coast Road,,Auckland,2574.099609375,203.235885535386
1531,Court,1000152186,3,663edf87-aa23-4fb1-a89b-1798fd0b60b4,SURF - Basketball Half Court,11432,Awaroa Park,Henderson-Massey,Awaroa Road,126,Auckland,92.1571033224463,39.1869457268651
1532,Cricket Wicket,1000140027,3,bbe90b1d-8ca2-4227-9d43-a061e45179ed,Summer - Astro - Cricket Wicket 6,10407,Mt Wellington War Memorial Reserve,Maungakiekie-Tamaki,Dunkirk Road,50,Auckland Central,71.990234375,64.4775074636636
1533,Artificial Sports Field,1000147254,3,74faccc7-e0c8-43e1-aaef-acca7783b684,Summer-Soil-1-Baseball Diamond (VIRTUAL),10938,Albany Domain,Upper Harbour,Library Lane,21,Auckland,48.6474609375,63.54948685996
1534,Court,1000145174,3,da1910ef-5b18-4284-87d4-b8a380115cc0,COUR - Netball - 36000,10619,Walter Massey Park,Mangere-Otahuhu,Massey Road,380R,Auckland,3159.8564453125,247.203341182788
1535,Court,1000143086,3,8a2f383d-29c3-4335-8bc3-4aa7f08fc629,COUR-Conc-Bball-HalfCourt-MetroHall cprk,10619,Walter Massey Park,Mangere-Otahuhu,Massey Road,380R,Auckland,81,35.9999209709209
1536,Court,1000184099,3,121d0af2-6c88-4b5e-8516-ef4bf785651a,Courts-Half Court behind skatepark,21697,Valonia Reserve,Whau,Valonia Street,35,Auckland,232.82421875,62.4138240103002
1537,Sports Track,1000186234,3,090e2d4d-1e69-443b-a5e0-b807cadd9aeb,BMX pump track Waterview,10288,Waterview Reserve,Albert-Eden,Herdman Street,19,Auckland,671.640001025051,373.004481815556
1538,Court,1000163542,3,10581f91-93b2-4c63-8b7c-1679d6cb9db8,COUR-Tennis Court (x3),22234,Matakana Diamond Jubilee Park,Rodney,Matakana Valley,207,Auckland,1700.46875,166.563273005001
1539,Cricket Wicket,1000183487,3,370d7ef2-60e2-4163-b983-b91ca5abda0d,SURF - Summer/Astro - Cricket Wicket 1A,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,65.8017578125,54.9250215761862
1540,Cricket Wicket,1000183488,3,57f44ec1-c7e3-4842-b314-d2cfb0feb775,SURF - Summer/Astro - Cricket Wicket 2A,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,68.771484375,55.2096255536038
1541,Cricket Wicket,1000183489,3,eaef3b9a-a01f-4d37-a481-986163d15a9f,SURF - Summer/Astro - Cricket Wicket 3A,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,66.0732421875,55.2536110919084
1542,Cricket Wicket,1000183490,3,fef8f770-e758-476b-a5d0-e3e0245cafc8,SURF - Summer/Astro - Cricket Wicket 4A,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,63.689453125,50.8682030611842
1543,Court,1000183577,3,a0106fa9-9aaa-4996-bd19-9f0d0414ea89,Athletics Shot,10381,Margaret Griffen Park,Puketapapa,Griffen Park Road,16,Auckland,5.34223911305889,8.19344595464213
1544,Court,1000167257,3,d1f2c0ab-b9fb-4c91-b31b-0018717979e0,Basketball Court - Concrete-37000,22893,Pukeroa Park,Papakura,Pukeroa Place,32R,Auckland,46.8173828125,27.4302002324228
1545,Court,1000143990,3,2e4a6b07-db71-4c6c-9ee4-c25535ed7ea0,Tennis Court-Older Hot Mix Courts,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,1187.0908203125,138.16290205441
1546,Court,1000143999,3,e9f697c6-9cf2-4ea6-874f-3bcaf4f2eac6,Tennis Court-New Tongan Tennis Club,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,2591.8310546875,211.180066662398
1547,Court,1000146323,3,d969dacd-c79a-4153-9a0e-70c21cf75215,Tennis Court-39000,10791,Rautawa Place Reserve,Franklin,Rautawa Place,9R,Franklin,671.14453125,107.178083957904
1548,Court,1000146332,3,86173ebc-28d9-4cdf-ba73-06e0f8a654e7,Petanque Terrian-41000,10791,Rautawa Place Reserve,Franklin,Rautawa Place,9R,Franklin,179.1123046875,54.4230395145653
1549,Court,1000166881,3,09bf5ffe-c31f-469c-b781-92143900f3aa,Tennis Court - Hotmix,22874,Pollok Recreation Reserve,Franklin,Cemetery Road,4,Auckland,1327.6787109375,146.97993174567
1550,Court,1000147746,3,7ee35fda-90e9-4e4b-9495-a93a45f2df00,COUR-Tennis-Beside pool,10892,Totara Park,Manurewa,Wairere Road,90R,Auckland,516.5380859375,102.046298897654
1551,Court,1000166214,3,ee3088fd-5047-41e0-a5fa-1e1d50b25cf2,Tennis Court-39000,22699,Kingseat Recreation Reserve,Franklin,Mcrobbie Road,,Auckland,649.9306640625,106.663879860595
