OBJECTID,Asset Group,SAP ID,Validation State,GlobalID,Description,Site,Site Description,Local Board,Street Name,Street Number,City,Shape__Area,Shape__Length
1552,Court,1000184593,3,600c019e-53c7-4201-bf50-d9ae005a496f,SURF - Futsal Court,11454,Massey Leisure Centre & Library,Henderson-Massey,Don Buck Road,545,Auckland,773.283203125,112.969562585625
1553,Court,1000165766,3,747c098a-b80f-495f-bab9-a6e705675d39,Basketball Half Court - Concrete-37000,23007,Manuroa Reserve,Papakura,Manuroa Road,103R,Auckland,42.39453125,26.1039429196851
1554,Court,1000185203,3,9699c210-6726-4be5-ac6a-4390de39482e,COUR-BBall half court edge of Reserve,20279,Wing Park,Papakura,Wing Crescent,7,Auckland,31.3505859375,22.3982444872822
1555,Sports Field Sand,1000192575,3,3824b651-0949-4ebe-a506-3f577bd1b212,STRA-ATHL-Longjump NW of C/prk,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,67.439453125,46.3012747697141
1556,Cricket Wicket,1000185297,3,9162474f-013f-44b3-acff-d5f6728478f7,Cricket Net - Astro Wicket - x4 Lanes,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,1317.775390625,161.311912052453
1557,Court,1000186333,3,843a8e61-c144-4a80-b414-f93d127ccc1f,COUC- Basketball- E of tennis club,11096,Marlborough Park,Kaipatiki,Chartwell Avenue,13,Auckland,398.0537109375,80.7360854317538
1558,Artificial Sports Field,1000187742,3,62f211d1-dc4b-48be-abdc-e856e52ab12e,Artificial 3G goalmouth-NW P1000147013,11074,Taharoto Park,Devonport-Takapuna,Taharoto Road,13,Auckland,40.7001953125,25.79998297855
1559,Artificial Sports Field,1000187743,3,6ded33cb-6224-4953-b5d4-1d8ed9438a7a,Artificial 3G goalmouth-SE P1000147013,11074,Taharoto Park,Devonport-Takapuna,Taharoto Road,13,Auckland,40.7001953125,25.79998297855
1560,Sports Track,1000188374,3,fc31462f-4ca3-4247-a687-53f5d27af268,BMX pump track Grey Lynn,10155,Grey Lynn Park,Waitemata,Williamson Avenue,69-71,Auckland,945.436721295118,138.702637047456
1561,Artificial Sports Field,1000188823,3,0351c7d3-63c4-4bbf-80cc-559030c6eb3f,WICK-Artificial Turf softball 4 NW Cnr,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,372.2138671875,75.8320317085267
1562,Artificial Sports Field,1000743255,3,ee3ff1b7-ca7a-44ff-bdd5-4831ff38cc79,WICK-Artificial turf-Sball 10 Snr NE cnr,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,464.6015625,84.3965219492518
1563,Artificial Sports Field,1000188826,3,29dcde48-2e56-4028-9fbe-ba06a35162bf,WICK-Artif turf softball 3 SW Cnr x4,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,108.310546875,87.9953286548486
1564,Artificial Sports Field,1000743256,3,9f0420ec-a71d-4dff-8198-c5af559faae9,WICK-Artificial Turf Sball 9 Snr NW cnr,10931,Rosedale Park,Upper Harbour,Jack Hinton Drive,2,Auckland,510.828125,89.8142183587962
1565,Artificial Sports Field,1000189430,3,a4c5e15a-47d5-4f10-baa8-c127904f5df4,Winter - Artificial - 1 - Football,11480,Massey Domain,Henderson-Massey,Red Hills Road,4,Auckland,8011.5400390625,367.357030212724
1566,Court,1000025499,3,5d7e0931-f9a8-4556-b6f7-78de186f84f3,,,,,,,,13698.1455078125,467.589272402065
1567,Cricket Practice Area,1000189513,3,98bcde65-4510-4bab-b68b-6282e7c60093,CRIC - astro turf wicket x2 lanes,20305,Conifer Grove Reserve,Papakura,Walter Strevens Drive,199R,Auckland,211.3310546875,69.9926064113587
1568,Court,1000720699,3,2672c42e-f534-4cb7-ae82-c6658593f554,SURF-Basketball full court,11344,Royal Reserve,Henderson-Massey,Beauchamp Drive,5,Auckland,359.23046875,75.9666601994194
1569,Cricket Practice Area,1000190813,3,b1a092a2-1c51-4b87-8bcd-8ec638fb2000,NETS - AstroTurf-5-NE Matipo Rd cprk,11435,Te Atatu Peninsula Park,Henderson-Massey,Neil Avenue,39,Auckland,767.2705078125,112.460612092735
1570,Court,1000153405,3,49901e65-f47e-45df-9aa8-bde9f8089065,COUR-Concrete-Basketball,20196,Felicia Park,Manurewa,Laurelia Place,11R,Auckland,168.1650390625,55.4012442146134
1571,Court,1000191390,3,4137a22d-f827-408f-9675-b7b14c46c617,COUR-Basketball Half Court,10691,East Tamaki Reserve,Otara-Papatoetoe,East Tamaki Road,244R,Auckland,79.1044921875,35.56540752413
1572,Court,1000191598,3,446b57d2-b9a6-4a36-b849-1d6336141106,COUR-Volley Ball,22904,Windrush Park (Pershore Reserve),Mangere-Otahuhu,Heyford Close,52R,Auckland,120.095703125,46.2663891238786
1573,Court,1000216401,3,ca01278f-aa16-42af-beb5-89616515f49e,COUR-BasketBall Half Court-Concrete,23220,Coombe Avenue Reserve,Otara-Papatoetoe,Coombe Avenue,,Auckland,73.8164337266935,33.7876030235052
1574,Sports Track,1000192137,3,476d4cd5-b1c4-4c79-b179-5bd8968f5308,BMX track - Blake Rd Reserve,21513,Blake Road Reserve,Mangere-Otahuhu,Blake Road,81R,Auckland,3015.5702990368,672.491992748526
1575,Cricket Practice Area,1000192189,3,2982d086-ecc3-4105-bf11-a7f2fcc358e9,Cricket net - Astro Wicket - x2 Lanes,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,230.5703125,71.9424115923643
1576,Sports Field Sand,1000192339,3,50cba8a4-eb31-46d8-923f-6d8952a8dd11,Winter - Sand - 1 - Football,11086,Ngataringa Park/Dacre Park,Devonport-Takapuna,Lake Road,29,Auckland,6200.646484375,321.302884964649
1577,Court,1000192620,3,cf76bfbb-5caf-4ac4-a80c-3c009ae1bda6,COUR-Tennis-Half Court 1,10938,Albany Domain,Upper Harbour,Library Lane,21,Auckland,430.8916015625,90.3585930921041
1578,Court,1000192621,3,ee8c77ab-3094-4f46-a1cd-6c966e9867fb,COUR-Tennis-Half Court 2,10938,Albany Domain,Upper Harbour,Library Lane,21,Auckland,425.134765625,89.8522137200406
1579,Court,1000193192,3,378579ad-733a-4462-9c0f-c6e19d211f34,COUR-Half Court-by skatepark,11290,Wellsford War Memorial Park,Rodney,Port Albert Road,15,Auckland,101.538610562682,49.7672432978645
1580,Court,1000193355,3,833df2c6-ab01-46a1-918d-f69db1bd5dd0,COUR-4x Tennis,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,2258.6787109375,196.69934224914
1581,Court,1000193376,3,1119b667-4e06-4fb8-a36c-c621fabee240,COUR-Basketball-W of Skatepark,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,602.73046875,109.065969487534
1582,Court,1000193377,3,79ea1f81-1c58-49e1-a40e-5235fe06d690,COUR-8x Netball,11213,Rautawhiri Park,Rodney,Rautawhiri Road,164,Auckland,5548.966796875,307.814712076796
1583,Court,1000193550,3,48477940-eb64-45c8-ba83-5953aa0175fc,Tennis Court,10377,Arthur Faulkner Reserve,Puketapapa,Foch Avenue,33,Auckland Central,1228.740234375,140.281202607717
1584,Court,1000193683,3,121fb1af-af6c-42e2-acf2-e828ad03b534,SURF - Basketball Half-N court,11335,Parrs Park,Waitakere Ranges,Parrs Cross Road,131A,Auckland,93.5048828125,38.7106779567935
1585,Sports Track,1000194051,3,eee8c78a-a67f-496d-bfb7-74c308f0e80b,ATHL-Long Jump-Middle of Field,11471,Ceramco Park,Waitakere Ranges,Glendale Road,112,Auckland,77.3798828125,80.225156399249
1586,Sports Field Soil,1000194055,3,7b39b9f8-708f-43df-8eb6-15e8d21ddcc3,Winter - Soil - 1 - Multiuse,11291,Goodall Reserve,Rodney,Mahurangi East Road,326,North Shore,6886.705078125,337.720799541584
1587,Sports Field Soil,1000194063,3,d2b658e2-e530-4cb5-b717-b5d08e8d201b,Winter - Soil - 1 - General Sport,22367,Te Hana Reserve,Rodney,Whakapirau Road,12,Auckland,6689.9482421875,335.649374152183
1588,Cricket Wicket,1000195976,3,ab77a873-ea95-4149-8316-e5ac6b87717d,Summer - Astro - Cricket Wicket 2A,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,65.6025390625,54.7983952376403
1589,Cricket Wicket,1000196263,3,a4be9e92-cfbb-4319-b6b3-2f71c3274748,Summer - Astro - Cricket Wicket 3A,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,44.9150390625,44.458367301426
1590,Cricket Wicket,1000208333,3,0cd830ce-76e4-4882-8521-aecfb72bc4e3,Cricket Net - Astro Wicket - x2 Lanes,11390,Hobsonville War Memorial,Upper Harbour,Hobsonville Road,126,Auckland,331.296875,97.6990732431457
1591,Sports Track,1000209017,3,22e6465f-e52c-457c-b05d-408261b8fd06,Long Jump Track and Pits,10034,Mt Roskill War Memorial Park,Puketapapa,May Road,13,Auckland,330.037109375,232.25674253136
1592,Sports Track,1000209104,3,0986ba14-146d-4050-b7a3-e009ee838fef,TRACK - BMX - SE of Goodwood Lookout,10892,Totara Park,Manurewa,Wairere Road,90R,Auckland,2599.4208984375,4348.29724307279
1593,Court,1000160411,3,f204e830-15e0-487d-8cb5-5be1b9cb45bf,Basketball Court - Concrete-37000,21734,Ray Small Park,Papakura,Ray Small Drive,31,Auckland,256.2802734375,64.7733228267535
1594,Sports Field Sand,1000210220,3,db5650e2-fa68-4c5a-9130-4e11692123c9,Winter - Sand - 5 - Rugby,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,14692.6855692375,466.054113476391
1595,Court,1000210263,3,f1aeb2ea-f036-4dc0-a312-d950646b31f0,SURF - Athletics shot put court,11486,Moire Park,Henderson-Massey,Moire Road,91-97,Auckland,3.85324099287391,6.9585382360183
1596,Court,1000215298,3,907c4cf6-638a-4cd3-bbdb-d9d6c1817bd7,COUR-B/ball Half court in fitness area,23294,Bonair Crescent Stormwater Pond,Hibiscus and Bays,Bonair Crescent (end of),,Auckland,80.3878655992448,35.1529091852425
1597,Sports Track,1000215517,3,a949ffd9-6a07-4a7b-9633-5c047bf238f2,STRA-ATHL-N Longjump runup,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,48.0009765625,82.4000520081165
1598,Sports Field Sand,1000215583,3,4db09fe8-e1e9-4ec5-966e-5bc7b7a8827f,Winter - Sand - 5 - Football,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,8207.9736328125,431.999421382977
1599,Court,1000215550,3,7b51be59-b8d7-4533-a882-a6ca7cef243b,CRTC-Senior Shotput Circle,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,4.90873852092773,7.85398163397448
1600,Court,1000215540,3,acb8e74b-9ea2-4006-afed-3a9f6d7fd6e1,CRTC-Junior Shotput Circle,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,4.90873852092773,7.85398163397448
1601,Court,1000215551,3,a02acbea-f8a0-4629-b5bf-557bfb070e6b,CRTC-Hammer/Discus Throw Circle,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,4.90873852092773,7.85398163397448
1602,Cricket Wicket,1000138642,3,ef207f96-f369-4710-af54-a084c96936fe,Summer - Astro - Cricket Wicket 1A,10295,Windmill Park,Albert-Eden,Windmill Road,48,Auckland,74.1767578125,61.3885176942706
1603,Sports Field Soil,1000586894,3,84625efe-c420-4eea-9d78-f0f1383d9176,Winter - Soil - 1B - Football,10367,Hillsborough Park,Puketapapa,Carlton Street,27,Auckland,3135.759765625,226.151934645007
1604,Cricket Wicket,1000144927,3,b5f411c4-874d-48a7-a676-43a2904851e0,Cricket Net - Astro Wicket - x2 Lanes,10835,Mangere Centre Park,Mangere-Otahuhu,Robertson Road,141R,Auckland,183.984375,66.1893486989247
1605,Sports Field Soil,1000584333,3,cb7124ef-0991-423f-8f9b-d2b156c26fd7,Winter - Soil - 11 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,3646.27734375,263.056488095088
1606,Sports Field Soil,1000584334,3,ce3b6b70-f1d7-47bb-b5d5-0963353ac63a,Winter - Soil - 8 - General Sport,10687,Mountfort Park,Manurewa,Dr Pickering Avenue,25R,Auckland,8400.0439453125,380.000722535264
1607,Sports Field Soil,1000158985,3,12b64a39-54a3-4f0f-99fd-602dc5982d55,Winter - Soil - 9 - Football,21259,Army Fields,Papakura,Walters Road,75,Auckland,3978.2001953125,273.222450850114
1608,Sports Field Sand,1000584323,3,0c118404-29b9-478e-b546-5cbc0f3251f1,Winter - Sand - 5B - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,3851.11328125,250.032486768762
1609,Sports Field Sand,1000160521,3,a0436fa3-461e-426f-be85-d981910b5a54,Winter - Sand - 4A - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,3860.787109375,250.308927110067
1610,Sports Field Sand,1000584321,3,a0d910a4-4e63-49fb-9606-31bfced5254c,Winter - Sand - 3C - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,3074.8701171875,227.943143509951
1611,Sports Field Sand,1000584320,3,0a769fb1-b6d5-4938-afef-1c8b76697a5e,Winter - Sand - 3B - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,3074.8662109375,227.943000565218
1612,Sports Field Soil,1000584332,3,156045ba-a743-4375-b4fa-cc69427513d3,Winter - Soil - 9 - Rugby,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,8317.3095703125,377.619365715709
1613,Sports Field Soil,1000584324,3,803785c4-bf2f-46b8-ab0b-77e016e95d7c,Winter - Soil - 10B - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2696.8369140625,209.894778895571
1614,Sports Field Soil,1000584325,3,ed2e622a-bacb-474a-a2a2-4a88d91a2bce,Winter - Soil - 11B - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2674.703125,228.820095171739
1615,Sports Field Soil,1000584326,3,368a511f-c56c-4ea3-8b02-724aa25d1030,Winter - Soil - 12B - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2687.529296875,209.585188595149
1616,Sports Field Soil,1000584327,3,fb95ba20-f2a8-4d1f-a6ed-aaf10209cb85,Winter - Soil - 13B - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2701.92578125,210.065541274665
1617,Sports Field Soil,1000584328,3,6b8ea351-b955-44d6-a13d-5160d5a3f68e,Winter - Soil - 13C - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2646.7265625,213.369732216302
1618,Sports Field Soil,1000584329,3,a6d1352b-e3b7-4657-95b6-110def9b18b9,Winter - Soil - 13D - Football,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,2694.353515625,209.812134930809
1619,Sports Field Soil,1000584330,3,953b18c5-770a-4877-ad7f-5c5cfe51fb46,Winter - Soil - 14 - General Sport,21815,Bruce Pulman Park,Papakura,Walters Road,90R,Auckland,8399.9306640625,379.998241746996
1620,Sports Field Sand,1000148908,3,24b65918-eb38-46dc-ad1c-74a6ae263b75,Winter - Sand - 1 - Football,11059,Mairangi Bay Park,Hibiscus and Bays,Maxwelton Drive,63,Auckland,2121.0859375,185.024542069722
1621,Sports Field Sand,1000518891,3,6fd138aa-c02d-4b97-819e-509517eab804,Winter - Sand - 7 - General Sport,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,1866.3740234375,221.740271597169
1622,Sports Field Sand,1000518892,3,fc8db8e2-7d86-4de5-bc45-46e79d1a9603,Winter - Sand - 6 - General Sport,22631,Metro Park - East,Hibiscus and Bays,Millwater Parkway,218,Auckland,3589.3974609375,360.604206134931
1623,Court,1000584761,3,86829d22-2794-4233-9908-8730baee7108,Summer - Astro - 1 - Softball Diamond,10331,Phyllis Reserve,Albert-Eden,Phyllis Street,22,Auckland Central,590.80859375,96.5387030744408
1624,Sports Field Sand,1000584762,3,10a76907-6df2-4161-84f7-9f86d474f9cb,Winter - Sand - 4 - Football,10331,Phyllis Reserve,Albert-Eden,Phyllis Street,22,Auckland Central,4177.5576171875,274.548721275049
1625,Court,1000195576,3,26f68728-8133-4b36-ba8f-aab0c678eeca,SURF - Half Court_Basketball,11388,Jack Pringle Sports Park,Henderson-Massey,Harbour View Road,5,Auckland,100,39.9999409000391
1626,Sports Field Soil,1000583798,3,e3f80f42-f18a-4209-9a9a-2bbdc0456e51,Winter - Soil - 2A - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,600.33203125,99.8607893720072
1627,Sports Field Soil,1000583799,3,5dfde491-3214-474c-91b2-8c37db86be6e,Winter - Soil - 2B - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,600.3310546875,99.8606786138468
1628,Sports Field Soil,1000583800,3,551dbc92-b3a4-4e66-8b96-6acf4b0f9e01,Winter - Soil - 2C - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,592.765625,99.2509123338286
1629,Sports Field Soil,1000583801,3,8e33c4db-7839-41f3-8aa7-258d57543bb9,Winter - Soil - 2D - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,592.7666015625,99.2511112560622
1630,Sports Field Soil,1000583802,3,90fc65e3-08ad-4664-a31e-468092f2939d,Winter - Soil - 2E - Football,11340,Ramlea Park,Henderson-Massey,Taikata Road,26-28,Auckland,592.765625,99.2510021434407
1631,Sports Field Soil,1000151740,3,50afc98d-96f3-4045-a52b-23351e54c3db,Winter - Soil - 1A - League,11382,Gloria Park,Henderson-Massey,Gloria Avenue,50A,Auckland,2728.294921875,211.059558275156
1632,Sports Field Soil,1000149304,3,98ad8e01-4657-466f-9e7d-fcde68d89973,Winter - Soil - 2A - League,11387,Jack Colvin Park,Henderson-Massey,Titoki Street,44,Auckland,2547.3828125,203.165216586959
1633,Sports Field Soil,1000583791,3,21e159c5-02ec-4240-adef-6c3390253c7c,Summer - Soil - 2 - General Sport,11388,Jack Pringle Sports Park,Henderson-Massey,Harbour View Road,5-13,Auckland,517.17578125,94.5669142728882
1634,Sports Field Sand,1000152009,3,ed3933f2-dc63-4219-baab-88df9ca00f2b,Winter - Sand -3 - Football,11488,McLeod Park,Henderson-Massey,McLeod Road,200,Auckland,5759.0322265625,307.974023597649
1635,Sports Field Soil,1000583815,3,d6d6ecfe-1d0f-41a9-ba9c-0c4d44273271,Winter - Soil - 2 - General Sport,22014,Zita Maria Park,Henderson-Massey,Zita Maria Drive,32,Auckland,1895.4404296875,176.907665934933
1636,Sports Field Soil,1000751201,3,8af1fd15-ea46-4623-a0d4-6960305fe33a,Winter - Soil - 8E - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,879.15625,120.238556137367
1637,Sports Field Soil,1000583826,3,6aba68f2-fce2-414c-ab7e-977e87e8c050,Winter - Soil - 8C - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,880.125,120.294196010509
1638,Sports Field Soil,1000583827,3,12825b7d-fa7b-44d3-8e13-1c2fe0ad7d6a,Winter - Soil - 8D - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,880.09765625,120.292456420324
1639,Sports Field Soil,1000583828,3,4852b42b-8642-4455-8edb-7dc09787f7f3,Winter - Soil - 8F - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,881.75,120.430541064103
1640,Sports Field Soil,1000583829,3,1aa90857-0d67-4a1a-bde3-7d6d263d5ed1,Winter - Soil - 10 - Football,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,3429.720703125,245.562388498284
1641,Sports Field Soil,1000583830,3,13f8fdcb-ad01-4269-851f-6400762e8f7b,Winter - Soil - 11 - Foptball,11201,Huapai Recreation Reserve,Rodney,Tapu Road,46,Auckland,3420.935546875,290.293540322046
1642,Sports Field Soil,1000583832,3,a470734a-bce2-4a6d-a51a-8245785ee35e,Winter - Soil - 3 - General Sport,11211,Wellsford Centennial Park,Rodney,Centennial Park Road,83,Auckland,1978.0498046875,237.751539202439
1643,Sports Field Soil,1000583824,3,029121a7-42d3-4af3-b7ba-463d3600f840,Winter - Soil - 2 - General Sport,11222,Bourne Dean Recreation Reserve,Rodney,Kaipara Flats Road,903,Auckland,15887.63671875,672.739430310896
1644,Sports Field Soil,1000583831,3,27c51bb6-a019-460b-ac33-04cd459dacd0,Winter - Soil - 3 - General Sport,11229,Sinclair Park,Rodney,Macky Road,34,Auckland,2939.794921875,323.501148832917
1645,Sports Field Sand,1000583792,3,66467c86-71fe-4e0f-a34d-8c8de61cf593,Winter - Sand - 8B - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,619.796875,102.731127089193
1646,Sports Field Sand,1000583793,3,20a681c0-e73c-4b11-bd09-681b0532b34b,Winter - Sand - 8C - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,651.724609375,104.562557200689
1647,Sports Field Sand,1000583794,3,20cece97-2ade-460f-9c5f-5be5bd52d204,Winter - Sand - 8D - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,595.44921875,100.717142114356
1648,Sports Field Sand,1000583795,3,efa90ec4-3001-442b-ab31-59d068a46507,Winter - Sand - 8E - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,617.529296875,102.03170781638
1649,Sports Field Sand,1000583796,3,d2152f26-fcd0-4c51-a16a-ebfaaa9119aa,Winter - Sand - 8F - Football,11335,Parrs Park,Waitakere Ranges,West Coast Road,471-479,Auckland,617.5400390625,102.032906137532
1650,Cricket Wicket,1000145059,3,a1acb451-14bf-4725-b062-bd8432437efb,Summer-Grass-Cricket Jnr 1 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,679.9990234375,107.999961540637
1651,Cricket Wicket,1000145068,3,3df8c18c-1dea-47dd-ab6b-65f9903ada45,Summer-Grass-Cricket Jnr 2 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,680,107.99993771274
1652,Cricket Wicket,1000145077,3,a6450f4f-0f30-4311-9ff9-a6ef1b4cd4ff,Summer-Grass-Cricket Jnr 3 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,670.57421875,107.448232034497
1653,Cricket Wicket,1000145086,3,4c29e0af-7006-4802-abc6-3cd775b54395,Summer-Grass-Cricket Jnr 5 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,694.0341796875,108.712319022502
1654,Cricket Wicket,1000145094,3,de9ae1df-cb8d-457a-82f6-2e884659c7e9,Summer-Grass-Cricket Jnr 6 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,679.935546875,107.995214176897
1655,Cricket Wicket,1000145101,3,f545038c-1517-408b-b384-6abda14e0b4f,Summer-Grass-Cricket Jnr 7 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,697.1181640625,108.937057420383
1656,Cricket Wicket,1000145105,3,6d315c09-4851-4c2a-84b2-b1fd0bbe89b0,Summer-Grass-Cricket Jnr 8 (Mown Strip),10588,Lloyd Elsmore Park,Howick,Bells Road,2R,Auckland East,677.177734375,107.752961916307
1657,Court,1000219962,3,5c1179fa-7de4-407d-b49f-cf11b1244f33,COUR-Basketball-Conc-Half Court-By Kiosk,10879,Hayman Park,Otara-Papatoetoe,Wiri Station Road,57R,Auckland,208.189453125,60.3427554282223
