Financial year,Industry,Industry Code,Quartile label,Financial benchmark,Value type,Value,Value Unit,Value Label,Null Reason
2024,Solid waste collection services,D2911,Small,Liability structure,Median (50th percentile),0.12,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Solid waste collection services,D2911,Small,Salaries and wages / turnover ratio,Lower bound (25th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Small,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.12,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Small,Salaries and wages / turnover ratio,Median (50th percentile),0,percentage,% of turnover income,
2024,Solid waste collection services,D2911,Small,Quick ratio,Lower bound (25th percentile),0.4,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Quick ratio,Upper bound (75th percentile),2.82,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Quick ratio,Median (50th percentile),1.13,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Current ratio,Lower bound (25th percentile),0.4,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Current ratio,Upper bound (75th percentile),2.82,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Current ratio,Median (50th percentile),1.13,percentage,% of total current liabilities,
2024,Solid waste collection services,D2911,Small,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Small,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Solid waste collection services,D2911,Small,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Large,Current ratio,Lower bound (25th percentile),0.48,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Large,Current ratio,Upper bound (75th percentile),1.85,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Large,Current ratio,Median (50th percentile),1.03,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Large,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Large,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Large,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Large,Return on equity,Lower bound (25th percentile),0.17,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Large,Return on equity,Upper bound (75th percentile),1.86,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Large,Return on equity,Median (50th percentile),0.6,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Large,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Large,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Large,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Large,Return on total assets,Lower bound (25th percentile),0.08,percentage,% of total assets,
2024,Auxiliary insurance services,K6420,Large,Return on total assets,Upper bound (75th percentile),0.46,percentage,% of total assets,
2024,Auxiliary insurance services,K6420,Large,Return on total assets,Median (50th percentile),0.21,percentage,% of total assets,
2024,Auxiliary insurance services,K6420,Large,Liability structure,Lower bound (25th percentile),0.08,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Large,Liability structure,Upper bound (75th percentile),0.61,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Large,Liability structure,Median (50th percentile),0.33,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Large,Salaries and wages / turnover ratio,Lower bound (25th percentile),0.07,percentage,% of turnover income,
2024,Auxiliary insurance services,K6420,Large,Salaries and wages / turnover ratio,Upper bound (75th percentile),0.32,percentage,% of turnover income,
2024,Auxiliary insurance services,K6420,Large,Salaries and wages / turnover ratio,Median (50th percentile),0.18,percentage,% of turnover income,
2024,Auxiliary insurance services,K6420,Large,Quick ratio,Lower bound (25th percentile),0.48,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Large,Quick ratio,Upper bound (75th percentile),1.85,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Large,Quick ratio,Median (50th percentile),1.03,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Current ratio,Lower bound (25th percentile),0.33,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Current ratio,Upper bound (75th percentile),3,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Current ratio,Median (50th percentile),1.02,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Gross profit ratio,Lower bound (25th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Medium,Gross profit ratio,Upper bound (75th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Medium,Gross profit ratio,Median (50th percentile),,percentage,% of sales and/or services,not available
2024,Auxiliary insurance services,K6420,Medium,Liability structure,Lower bound (25th percentile),0.02,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Medium,Liability structure,Upper bound (75th percentile),0.71,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Medium,Liability structure,Median (50th percentile),0.35,percentage,% of total proprietor or shareholder funds plus total liabilities,
2024,Auxiliary insurance services,K6420,Medium,Quick ratio,Lower bound (25th percentile),0.33,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Quick ratio,Upper bound (75th percentile),3,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Quick ratio,Median (50th percentile),1.02,percentage,% of total current liabilities,
2024,Auxiliary insurance services,K6420,Medium,Stock turnover per annum,Lower bound (25th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Medium,Stock turnover per annum,Upper bound (75th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Medium,Stock turnover per annum,Median (50th percentile),,number,Ratio,not available
2024,Auxiliary insurance services,K6420,Medium,Return on equity,Lower bound (25th percentile),0,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Medium,Return on equity,Upper bound (75th percentile),0.99,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Medium,Return on equity,Median (50th percentile),0.32,percentage,% of total proprietor or shareholder funds,
2024,Auxiliary insurance services,K6420,Medium,Return on total assets,Lower bound (25th percentile),0,percentage,% of total assets,
2024,Auxiliary insurance services,K6420,Medium,Return on total assets,Upper bound (75th percentile),0.35,percentage,% of total assets,
