Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Value,Value Unit,Value Label,Null Reason
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,1180,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,130,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,9580,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,45,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,1275,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,1265,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,1635,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,530,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,130,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,4590,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,840,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,1380,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,2670,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,650,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,Personal services,S1103,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,5005,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,2795,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,3610,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 3 certificate,Level 3 Certificate,2235,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 4 certificate,Level 4 Certificate,2725,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,195,number,Number of students enrolled,
2024,Mixed field programmes,S12,Bachelor degree,Bachelor Degree,640,number,Number of students enrolled,
2024,Mixed field programmes,S12,Graduate diploma/certificate,Graduate Diploma/Certificate,45,number,Number of students enrolled,
2024,Mixed field programmes,S12,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,120,number,Number of students enrolled,
2024,Mixed field programmes,S12,Masters degree,Masters Degree,440,number,Number of students enrolled,
2024,Mixed field programmes,S12,Doctorate degree,Doctorate Degree,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Total people,Total,12040,number,Number of students enrolled,
2024,General education programmes,S1201,Level 1 certificate,Level 1 Certificate,1820,number,Number of students enrolled,
2024,General education programmes,S1201,Level 2 certificate,Level 2 Certificate,2690,number,Number of students enrolled,
2024,General education programmes,S1201,Level 3 certificate,Level 3 Certificate,1530,number,Number of students enrolled,
2024,General education programmes,S1201,Level 4 certificate,Level 4 Certificate,2690,number,Number of students enrolled,
2024,General education programmes,S1201,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,55,number,Number of students enrolled,
2024,General education programmes,S1201,Bachelor degree,Bachelor Degree,610,number,Number of students enrolled,
2024,General education programmes,S1201,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,General education programmes,S1201,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,20,number,Number of students enrolled,
2024,General education programmes,S1201,Masters degree,Masters Degree,115,number,Number of students enrolled,
2024,General education programmes,S1201,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,General education programmes,S1201,Total people,Total,8960,number,Number of students enrolled,
2024,Social skills programmes,S1203,Level 1 certificate,Level 1 Certificate,440,number,Number of students enrolled,
2024,Social skills programmes,S1203,Level 2 certificate,Level 2 Certificate,210,number,Number of students enrolled,
2024,Social skills programmes,S1203,Level 3 certificate,Level 3 Certificate,0,number,Number of students enrolled,
2024,Social skills programmes,S1203,Level 4 certificate,Level 4 Certificate,5,number,Number of students enrolled,
2024,Social skills programmes,S1203,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,30,number,Number of students enrolled,
2024,Social skills programmes,S1203,Bachelor degree,Bachelor Degree,25,number,Number of students enrolled,
2024,Social skills programmes,S1203,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,Social skills programmes,S1203,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,0,number,Number of students enrolled,
2024,Social skills programmes,S1203,Masters degree,Masters Degree,0,number,Number of students enrolled,
2024,Social skills programmes,S1203,Doctorate degree,Doctorate Degree,5,number,Number of students enrolled,
2024,Social skills programmes,S1203,Total people,Total,690,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Level 1 certificate,Level 1 Certificate,805,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Level 2 certificate,Level 2 Certificate,430,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Level 3 certificate,Level 3 Certificate,755,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Level 4 certificate,Level 4 Certificate,30,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,65,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Bachelor degree,Bachelor Degree,5,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Graduate diploma/certificate,Graduate Diploma/Certificate,45,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,0,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Masters degree,Masters Degree,5,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,Employment skills programmes,S1205,Total people,Total,2055,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Level 1 certificate,Level 1 Certificate,35,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Level 2 certificate,Level 2 Certificate,310,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Level 3 certificate,Level 3 Certificate,0,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Level 4 certificate,Level 4 Certificate,0,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,55,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Bachelor degree,Bachelor Degree,0,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Graduate diploma/certificate,Graduate Diploma/Certificate,0,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,100,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Masters degree,Masters Degree,325,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Doctorate degree,Doctorate Degree,0,number,Number of students enrolled,
2024,Other mixed field programmes,S1299,Total people,Total,815,number,Number of students enrolled,
2024,Total,TOTAL,Level 1 certificate,Level 1 Certificate,19320,number,Number of students enrolled,
2024,Total,TOTAL,Level 2 certificate,Level 2 Certificate,24000,number,Number of students enrolled,
2024,Total,TOTAL,Level 3 certificate,Level 3 Certificate,48570,number,Number of students enrolled,
2024,Total,TOTAL,Level 4 certificate,Level 4 Certificate,74005,number,Number of students enrolled,
2024,Total,TOTAL,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,44410,number,Number of students enrolled,
2024,Total,TOTAL,Bachelor degree,Bachelor Degree,141250,number,Number of students enrolled,
2024,Total,TOTAL,Graduate diploma/certificate,Graduate Diploma/Certificate,10280,number,Number of students enrolled,
2024,Total,TOTAL,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,30750,number,Number of students enrolled,
2024,Total,TOTAL,Masters degree,Masters Degree,33155,number,Number of students enrolled,
2024,Total,TOTAL,Doctorate degree,Doctorate Degree,10265,number,Number of students enrolled,
2024,Total,TOTAL,Total people,Total,403340,number,Number of students enrolled,
