Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Process and resources engineering,S0303,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,25,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,25,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,405,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,European,40,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,Māori,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,Asian,20,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Bachelor degree,Bachelor Degree,Domestic,Total,60,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,345,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,35,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,25,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,175,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,30,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,530,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,European,45,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,Māori,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,Asian,65,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Masters degree,Masters Degree,Domestic,Total,115,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,European,35,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,Māori,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,Asian,25,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Doctorate degree,Doctorate Degree,Domestic,Total,65,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,European,955,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,Māori,215,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,Pacific Peoples,105,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,Asian,360,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,Other,85,number,Number of students enrolled,
2024,Process and resources engineering,S0303,Total people,Total,Domestic,Total,1515,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,European,215,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,Māori,40,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 1 certificate,Level 1 Certificate,Domestic,Total,245,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,European,605,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,Māori,390,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,125,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,Asian,30,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,Other,25,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 2 certificate,Level 2 Certificate,Domestic,Total,935,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,European,1795,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,Māori,940,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,545,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,Asian,370,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,Other,145,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 3 certificate,Level 3 Certificate,Domestic,Total,3150,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,European,730,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,Māori,160,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,55,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,Asian,65,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,Other,35,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 4 certificate,Level 4 Certificate,Domestic,Total,910,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,50,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,25,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,90,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,European,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,Asian,20,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Bachelor degree,Bachelor Degree,Domestic,Total,40,number,Number of students enrolled,
2024,Automotive engineering and technology,S0305,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,0,number,Number of students enrolled,
