Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Ethnic group,Value,Value Unit,Value Label,Null Reason
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 2 certificate,Level 2 Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,European,30,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,Māori,35,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,Other,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 3 certificate,Level 3 Certificate,Domestic,Total,60,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,European,245,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,Māori,185,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,20,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,Asian,15,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,Other,20,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 4 certificate,Level 4 Certificate,Domestic,Total,375,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,225,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,70,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,15,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,280,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,European,295,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,Māori,55,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,20,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,Asian,55,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,Other,20,number,Number of students enrolled,
2024,Other creative arts,S1099,Bachelor degree,Bachelor Degree,Domestic,Total,375,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,0,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,45,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,55,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,European,75,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,Māori,20,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,Pacific Peoples,15,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,Asian,25,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Masters degree,Masters Degree,Domestic,Total,110,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,European,40,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,Māori,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,Asian,5,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,Other,10,number,Number of students enrolled,
2024,Other creative arts,S1099,Doctorate degree,Doctorate Degree,Domestic,Total,55,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,European,930,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,Māori,370,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,Pacific Peoples,80,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,Asian,120,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,Other,70,number,Number of students enrolled,
2024,Other creative arts,S1099,Total people,Total,Domestic,Total,1270,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,European,35,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,Māori,40,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 1 certificate,Level 1 Certificate,Domestic,Total,70,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,European,1295,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,Māori,955,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,240,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,Asian,135,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,Other,65,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 2 certificate,Level 2 Certificate,Domestic,Total,2095,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,European,1515,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,Māori,1015,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,395,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,Asian,195,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,Other,125,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 3 certificate,Level 3 Certificate,Domestic,Total,2600,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,European,2575,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,Māori,1250,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,490,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,Asian,355,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,Other,225,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 4 certificate,Level 4 Certificate,Domestic,Total,4130,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,640,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,210,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,80,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,145,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,45,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,970,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,European,35,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,Māori,10,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,10,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,Asian,35,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,Other,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Bachelor degree,Bachelor Degree,Domestic,Total,75,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,5,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,European,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,Other,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Masters degree,Masters Degree,Domestic,Total,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,European,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,Other,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Doctorate degree,Doctorate Degree,Domestic,Total,0,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,European,5575,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Māori,3250,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Pacific Peoples,1125,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Asian,795,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Other,425,number,Number of students enrolled,
2024,"Food, hospitality and personal services",S11,Total people,Total,Domestic,Total,9125,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,European,20,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Māori,30,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 1 certificate,Level 1 Certificate,Domestic,Total,45,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,European,705,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Māori,585,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,175,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Asian,115,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Other,40,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 2 certificate,Level 2 Certificate,Domestic,Total,1260,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,European,710,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Māori,450,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,225,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Asian,120,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Other,45,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 3 certificate,Level 3 Certificate,Domestic,Total,1230,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,European,915,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Māori,415,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,155,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Asian,185,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Other,70,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 4 certificate,Level 4 Certificate,Domestic,Total,1475,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,170,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,60,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,35,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,95,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,15,number,Number of students enrolled,
2024,Food and hospitality,S1101,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,320,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,European,35,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Māori,10,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,10,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Asian,35,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Other,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Bachelor degree,Bachelor Degree,Domestic,Total,75,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,European,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Māori,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Asian,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Other,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,5,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,European,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Masters degree,Masters Degree,Domestic,Total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,European,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Doctorate degree,Doctorate Degree,Domestic,Total,0,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,European,2405,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Māori,1455,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Pacific Peoples,555,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Asian,515,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Other,170,number,Number of students enrolled,
2024,Food and hospitality,S1101,Total people,Total,Domestic,Total,4145,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,European,15,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Māori,10,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Pacific Peoples,5,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Other,0,number,Number of students enrolled,
2024,Personal services,S1103,Level 1 certificate,Level 1 Certificate,Domestic,Total,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,European,590,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Māori,375,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Pacific Peoples,65,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Asian,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Other,25,number,Number of students enrolled,
2024,Personal services,S1103,Level 2 certificate,Level 2 Certificate,Domestic,Total,835,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,European,810,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Māori,570,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Pacific Peoples,170,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Asian,80,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Other,80,number,Number of students enrolled,
2024,Personal services,S1103,Level 3 certificate,Level 3 Certificate,Domestic,Total,1375,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,European,1660,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Māori,830,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Pacific Peoples,335,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Asian,175,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Other,155,number,Number of students enrolled,
2024,Personal services,S1103,Level 4 certificate,Level 4 Certificate,Domestic,Total,2660,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,European,470,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Māori,150,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Pacific Peoples,45,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Asian,50,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Other,30,number,Number of students enrolled,
2024,Personal services,S1103,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,650,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,European,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Māori,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Other,0,number,Number of students enrolled,
2024,Personal services,S1103,Bachelor degree,Bachelor Degree,Domestic,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,European,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Māori,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Pacific Peoples,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Asian,0,number,Number of students enrolled,
2024,Personal services,S1103,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Other,0,number,Number of students enrolled,
