Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Value,Value Unit,Value Label,Null Reason
2021,Natural and physical sciences,S01,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,3095,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,2870,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,2770,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Total,2815,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1410,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1470,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1445,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1415,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1455,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1515,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1770,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1785,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1685,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Masters degree,Masters Degree,Domestic,1655,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Masters degree,Masters Degree,International,210,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Masters degree,Masters Degree,International,280,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Masters degree,Masters Degree,International,350,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Masters degree,Masters Degree,International,430,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Masters degree,Masters Degree,International,585,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Masters degree,Masters Degree,International,725,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Masters degree,Masters Degree,International,555,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Masters degree,Masters Degree,International,410,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Masters degree,Masters Degree,International,675,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Masters degree,Masters Degree,International,1140,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,1625,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,1745,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,1795,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,1850,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2040,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2240,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2330,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2195,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2360,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Masters degree,Masters Degree,Total,2795,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,930,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,970,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,970,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1000,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1000,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1020,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1120,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1145,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1150,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Domestic,1090,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1120,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1170,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1255,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1290,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1305,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1205,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,1090,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,935,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,925,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,International,930,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2050,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2140,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2230,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2290,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2305,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2225,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2210,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2085,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2070,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Doctorate degree,Doctorate Degree,Total,2020,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Total people,Total,Domestic,27325,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Total people,Total,Domestic,26860,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Total people,Total,Domestic,25750,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Total people,Total,Domestic,25965,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Total people,Total,Domestic,25720,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Total people,Total,Domestic,26390,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Total people,Total,Domestic,28000,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Total people,Total,Domestic,26245,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Total people,Total,Domestic,25490,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Total people,Total,Domestic,24740,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Total people,Total,International,4965,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Total people,Total,International,5045,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Total people,Total,International,5200,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Total people,Total,International,5470,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Total people,Total,International,5960,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Total people,Total,International,5650,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Total people,Total,International,5040,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Total people,Total,International,4395,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Total people,Total,International,4980,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Total people,Total,International,5530,number,Number of students enrolled,
2015,Natural and physical sciences,S01,Total people,Total,Total,32295,number,Number of students enrolled,
2016,Natural and physical sciences,S01,Total people,Total,Total,31905,number,Number of students enrolled,
2017,Natural and physical sciences,S01,Total people,Total,Total,30950,number,Number of students enrolled,
2018,Natural and physical sciences,S01,Total people,Total,Total,31440,number,Number of students enrolled,
2019,Natural and physical sciences,S01,Total people,Total,Total,31680,number,Number of students enrolled,
2020,Natural and physical sciences,S01,Total people,Total,Total,32040,number,Number of students enrolled,
2021,Natural and physical sciences,S01,Total people,Total,Total,33040,number,Number of students enrolled,
2022,Natural and physical sciences,S01,Total people,Total,Total,30640,number,Number of students enrolled,
2023,Natural and physical sciences,S01,Total people,Total,Total,30470,number,Number of students enrolled,
2024,Natural and physical sciences,S01,Total people,Total,Total,30270,number,Number of students enrolled,
2015,Mathematical sciences,S0101,Level 1 certificate,Level 1 Certificate,Domestic,5,number,Number of students enrolled,
2016,Mathematical sciences,S0101,Level 1 certificate,Level 1 Certificate,Domestic,5,number,Number of students enrolled,
2017,Mathematical sciences,S0101,Level 1 certificate,Level 1 Certificate,Domestic,0,number,Number of students enrolled,
2018,Mathematical sciences,S0101,Level 1 certificate,Level 1 Certificate,Domestic,0,number,Number of students enrolled,
