Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,50-54,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,55-59,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,60-64,8,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,65-69,11,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,70-74,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,75-79,12,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,80-84,12,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Male,85-*,14,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,total,53,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,*-4,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,5-9,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,15-19,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,20-24,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,25-29,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,30-34,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,35-39,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,40-44,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,50-54,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,55-59,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,65-69,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,70-74,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,75-79,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,80-84,8,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y73 Gastroenterology and urology devices associated with unintentional events,Y73,Female,85-*,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,total,19,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,5-9,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,10-14,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,15-19,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,30-34,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,35-39,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,50-54,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,55-59,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,80-84,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Total,85-*,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,total,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,5-9,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,55-59,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Male,85-*,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,total,13,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,10-14,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,15-19,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,30-34,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,35-39,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,50-54,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,80-84,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y74 General hospital and personal-use devices associated with unintentional events,Y74,Female,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,total,4,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,*-4,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Total,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,total,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,*-4,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Male,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,total,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,60-64,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,65-69,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y75 Neurological devices associated with unintentional events,Y75,Female,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,total,45,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,*-4,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,10-14,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,15-19,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,20-24,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,25-29,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,30-34,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,35-39,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,40-44,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,45-49,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,50-54,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,55-59,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,70-74,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Total,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,total,45,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,*-4,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,10-14,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,15-19,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,20-24,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,25-29,10,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,30-34,5,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,35-39,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,40-44,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,45-49,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,50-54,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,55-59,3,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,70-74,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,80-84,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y76 Obstetric and gynaecological devices associated with unintentional events,Y76,Female,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,total,13,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,20-24,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,40-44,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,60-64,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,65-69,3,number,Number of hospitalisations,
