Calendar Year,Measure,Item,Item Code,Code,Value,Value Unit,Value Label,Null Reason
2009,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,10913,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,8686,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,5170,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,6335,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,7521,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,6893,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,8780,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,8539,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,8528,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,9563,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,8564,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,12141,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,14360,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,12853,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,11902,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Coffee, tea, mate and spices",HS09,09,11559,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,7283,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,1929,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,2042,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,1930,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,2088,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,2053,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,3252,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,2856,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,14499,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,7727,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,9696,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,9083,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,7971,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,28103,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,52722,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,20392,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,27771,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,19587,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,19158,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,23495,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,6709,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,9540,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,5464,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,9587,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),Cereals,HS10,10,9699,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,8200,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,9864,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,6999,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,5627,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,6838,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,5893,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,6826,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,15854,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,19044,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,20208,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,17694,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,19680,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,22486,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,24783,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,28311,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,29765,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,26184,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,32053,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,34411,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,34482,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,30913,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,29590,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,33078,nzd,NZD thousands,
2023,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,27196,nzd,NZD thousands,
2024,Total Exports (exports + re-exports) (free on board),"Products of the milling industry; malt, starches, inulin, wheat gluten",HS11,11,27769,nzd,NZD thousands,
2000,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,83186,nzd,NZD thousands,
2001,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,81400,nzd,NZD thousands,
2002,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,58824,nzd,NZD thousands,
2003,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,95458,nzd,NZD thousands,
2004,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,94288,nzd,NZD thousands,
2005,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,103496,nzd,NZD thousands,
2006,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,128220,nzd,NZD thousands,
2007,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,117152,nzd,NZD thousands,
2008,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,144964,nzd,NZD thousands,
2009,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,154416,nzd,NZD thousands,
2010,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,155517,nzd,NZD thousands,
2011,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,155290,nzd,NZD thousands,
2012,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,201872,nzd,NZD thousands,
2013,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,221125,nzd,NZD thousands,
2014,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,193694,nzd,NZD thousands,
2015,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,189828,nzd,NZD thousands,
2016,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,191111,nzd,NZD thousands,
2017,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,237047,nzd,NZD thousands,
2018,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,217884,nzd,NZD thousands,
2019,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,286679,nzd,NZD thousands,
2020,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,348447,nzd,NZD thousands,
2021,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,322398,nzd,NZD thousands,
2022,Total Exports (exports + re-exports) (free on board),"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",HS12,12,297677,nzd,NZD thousands,
