Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population,15-*,Society and culture not elsewhere classified,S099999,Count,846,number,Number of people,
2018,Census usually resident population,15-*,Society and culture not elsewhere classified,S099999,Percentage of total stated,0.02412747520517,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Society and culture not elsewhere classified,S099999,Count,1425,number,Number of people,
2023,Census usually resident population,15-*,Society and culture not elsewhere classified,S099999,Percentage of total stated,0.03694974057393,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Creative arts not further defined,S1000,Count,7230,number,Number of people,
2013,Census usually resident population,15-*,Creative arts not further defined,S1000,Percentage of total stated,0.2447612460683,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Creative arts not further defined,S1000,Count,6429,number,Number of people,
2018,Census usually resident population,15-*,Creative arts not further defined,S1000,Percentage of total stated,0.1833516998747,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Creative arts not further defined,S1000,Count,11067,number,Number of people,
2023,Census usually resident population,15-*,Creative arts not further defined,S1000,Percentage of total stated,0.2869633536362,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Performing arts not further defined,S100100,Count,1842,number,Number of people,
2013,Census usually resident population,15-*,Performing arts not further defined,S100100,Percentage of total stated,0.06235825937177,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Performing arts not further defined,S100100,Count,1794,number,Number of people,
2018,Census usually resident population,15-*,Performing arts not further defined,S100100,Percentage of total stated,0.05116393678259,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Performing arts not further defined,S100100,Count,2445,number,Number of people,
2023,Census usually resident population,15-*,Performing arts not further defined,S100100,Percentage of total stated,0.06339797593211,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Music,S100101,Count,7215,number,Number of people,
2013,Census usually resident population,15-*,Music,S100101,Percentage of total stated,0.2442534426533,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Music,S100101,Count,6966,number,Number of people,
2018,Census usually resident population,15-*,Music,S100101,Percentage of total stated,0.1986666575404,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Music,S100101,Count,9321,number,Number of people,
2023,Census usually resident population,15-*,Music,S100101,Percentage of total stated,0.2416901978172,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Drama and theatre studies,S100103,Count,2757,number,Number of people,
2013,Census usually resident population,15-*,Drama and theatre studies,S100103,Percentage of total stated,0.09333426769162,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Drama and theatre studies,S100103,Count,2904,number,Number of people,
2018,Census usually resident population,15-*,Drama and theatre studies,S100103,Percentage of total stated,0.08282055318654,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Drama and theatre studies,S100103,Count,3429,number,Number of people,
2023,Census usually resident population,15-*,Drama and theatre studies,S100103,Percentage of total stated,0.08891274416,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Dance,S100105,Count,996,number,Number of people,
2013,Census usually resident population,15-*,Dance,S100105,Percentage of total stated,0.03371814676128,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Dance,S100105,Count,1062,number,Number of people,
2018,Census usually resident population,15-*,Dance,S100105,Percentage of total stated,0.03028768164053,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Dance,S100105,Count,1476,number,Number of people,
2023,Census usually resident population,15-*,Dance,S100105,Percentage of total stated,0.03827215234184,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Count,390,number,Number of people,
2013,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Percentage of total stated,0.01320288879207,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Count,549,number,Number of people,
2018,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Percentage of total stated,0.01565719135655,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Count,1158,number,Number of people,
2023,Census usually resident population,15-*,Ngā mahi a rēhia (Māori performing arts),S100106,Percentage of total stated,0.03002652602429,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Count,30,number,Number of people,
2013,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Percentage of total stated,0.001015606830159,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Count,24,number,Number of people,
2018,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Percentage of total stated,0.0006844673817069,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Count,234,number,Number of people,
2023,Census usually resident population,15-*,Performing arts not elsewhere classified,S100199,Percentage of total stated,0.006067536346876,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Count,2250,number,Number of people,
2013,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Percentage of total stated,0.07617051226193,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Count,2556,number,Number of people,
2018,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Percentage of total stated,0.07289577615179,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Count,3132,number,Number of people,
2023,Census usually resident population,15-*,Visual arts and crafts not further defined,S100300,Percentage of total stated,0.08121164033511,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Fine arts,S100301,Count,3996,number,Number of people,
2013,Census usually resident population,15-*,Fine arts,S100301,Percentage of total stated,0.1352788297772,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Fine arts,S100301,Count,7629,number,Number of people,
2018,Census usually resident population,15-*,Fine arts,S100301,Percentage of total stated,0.2175750689601,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Fine arts,S100301,Count,9768,number,Number of people,
2023,Census usually resident population,15-*,Fine arts,S100301,Percentage of total stated,0.2532807480183,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Photography,S100303,Count,2778,number,Number of people,
2013,Census usually resident population,15-*,Photography,S100303,Percentage of total stated,0.09404519247273,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Photography,S100303,Count,2958,number,Number of people,
2018,Census usually resident population,15-*,Photography,S100303,Percentage of total stated,0.08436060479538,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Photography,S100303,Count,3513,number,Number of people,
2023,Census usually resident population,15-*,Photography,S100303,Percentage of total stated,0.09109083413067,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Crafts,S100305,Count,651,number,Number of people,
2013,Census usually resident population,15-*,Crafts,S100305,Percentage of total stated,0.02203866821445,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Crafts,S100305,Count,417,number,Number of people,
2018,Census usually resident population,15-*,Crafts,S100305,Percentage of total stated,0.01189262075716,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Crafts,S100305,Count,621,number,Number of people,
2023,Census usually resident population,15-*,Crafts,S100305,Percentage of total stated,0.01610230799748,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Count,189,number,Number of people,
2013,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Percentage of total stated,0.006398323030002,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Count,177,number,Number of people,
2018,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Percentage of total stated,0.005047946940089,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Count,687,number,Number of people,
2023,Census usually resident population,15-*,Mana whakairo (Māori carving),S100306,Percentage of total stated,0.01781366440301,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Jewellery making,S100307,Count,801,number,Number of people,
2013,Census usually resident population,15-*,Jewellery making,S100307,Percentage of total stated,0.02711670236525,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Jewellery making,S100307,Count,687,number,Number of people,
2018,Census usually resident population,15-*,Jewellery making,S100307,Percentage of total stated,0.01959287880136,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Jewellery making,S100307,Count,798,number,Number of people,
2023,Census usually resident population,15-*,Jewellery making,S100307,Percentage of total stated,0.0206918547214,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Floristry,S100309,Count,1500,number,Number of people,
2013,Census usually resident population,15-*,Floristry,S100309,Percentage of total stated,0.05078034150795,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Floristry,S100309,Count,1395,number,Number of people,
2018,Census usually resident population,15-*,Floristry,S100309,Percentage of total stated,0.03978466656172,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Floristry,S100309,Count,1695,number,Number of people,
2023,Census usually resident population,15-*,Floristry,S100309,Percentage of total stated,0.04395074405109,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Count,1089,number,Number of people,
2013,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Percentage of total stated,0.03686652793477,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Count,1350,number,Number of people,
2018,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Percentage of total stated,0.03850129022101,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Count,2181,number,Number of people,
2023,Census usually resident population,15-*,Visual arts and crafts not elsewhere classified,S100399,Percentage of total stated,0.05655255030999,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Count,5025,number,Number of people,
2013,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Percentage of total stated,0.1701141440516,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Count,3822,number,Number of people,
2018,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Percentage of total stated,0.1090014305368,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Count,4563,number,Number of people,
2023,Census usually resident population,15-*,Graphic and design studies not further defined,S100500,Percentage of total stated,0.1183169587641,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Graphic arts and design studies,S100501,Count,9432,number,Number of people,
2013,Census usually resident population,15-*,Graphic arts and design studies,S100501,Percentage of total stated,0.319306787402,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Graphic arts and design studies,S100501,Count,13008,number,Number of people,
2018,Census usually resident population,15-*,Graphic arts and design studies,S100501,Percentage of total stated,0.3709813208852,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Graphic arts and design studies,S100501,Count,18246,number,Number of people,
2023,Census usually resident population,15-*,Graphic arts and design studies,S100501,Percentage of total stated,0.4731122572013,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Textile design,S100503,Count,348,number,Number of people,
2013,Census usually resident population,15-*,Textile design,S100503,Percentage of total stated,0.01178103922985,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Textile design,S100503,Count,615,number,Number of people,
2018,Census usually resident population,15-*,Textile design,S100503,Percentage of total stated,0.01753947665624,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Textile design,S100503,Count,696,number,Number of people,
2023,Census usually resident population,15-*,Textile design,S100503,Percentage of total stated,0.01804703118558,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Fashion design,S100505,Count,3678,number,Number of people,
2013,Census usually resident population,15-*,Fashion design,S100505,Percentage of total stated,0.1245133973775,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Fashion design,S100505,Count,4359,number,Number of people,
2018,Census usually resident population,15-*,Fashion design,S100505,Percentage of total stated,0.1243163882025,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Fashion design,S100505,Count,5391,number,Number of people,
2023,Census usually resident population,15-*,Fashion design,S100505,Percentage of total stated,0.1397867027607,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Count,186,number,Number of people,
2013,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Percentage of total stated,0.006296762346986,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Count,234,number,Number of people,
2018,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Percentage of total stated,0.006673556971643,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Count,339,number,Number of people,
2023,Census usually resident population,15-*,Ngā mahi ā te whare pora (Māori weaving),S100506,Percentage of total stated,0.008790148810218,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Count,174,number,Number of people,
2013,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Percentage of total stated,0.005890519614923,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Count,105,number,Number of people,
2018,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Percentage of total stated,0.002994544794968,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Count,258,number,Number of people,
2023,Census usually resident population,15-*,Graphic and design studies not elsewhere classified,S100599,Percentage of total stated,0.006689847767069,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Count,5217,number,Number of people,
2013,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Percentage of total stated,0.1766140277647,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Count,4590,number,Number of people,
2018,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Percentage of total stated,0.1309043867514,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Count,6402,number,Number of people,
2023,Census usually resident population,15-*,Communication and media studies not further defined,S100700,Percentage of total stated,0.1660015713363,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Audio visual studies,S100701,Count,6681,number,Number of people,
2013,Census usually resident population,15-*,Audio visual studies,S100701,Percentage of total stated,0.2261756410764,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Audio visual studies,S100701,Count,6552,number,Number of people,
2018,Census usually resident population,15-*,Audio visual studies,S100701,Percentage of total stated,0.186859595206,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Audio visual studies,S100701,Count,10053,number,Number of people,
2023,Census usually resident population,15-*,Audio visual studies,S100701,Percentage of total stated,0.2606706961331,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Count,5622,number,Number of people,
2013,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Percentage of total stated,0.1903247199718,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Count,7200,number,Number of people,
2018,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Percentage of total stated,0.2053402145121,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Count,8772,number,Number of people,
2023,Census usually resident population,15-*,"Journalism, communication and media studies",S100703,Percentage of total stated,0.2274548240803,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Written communication,S100705,Count,1131,number,Number of people,
2013,Census usually resident population,15-*,Written communication,S100705,Percentage of total stated,0.038288377497,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Written communication,S100705,Count,1581,number,Number of people,
2018,Census usually resident population,15-*,Written communication,S100705,Percentage of total stated,0.04508928876994,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Written communication,S100705,Count,2157,number,Number of people,
2023,Census usually resident population,15-*,Written communication,S100705,Percentage of total stated,0.0559302388898,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Verbal communication,S100707,Count,180,number,Number of people,
2013,Census usually resident population,15-*,Verbal communication,S100707,Percentage of total stated,0.006093640980954,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Verbal communication,S100707,Count,108,number,Number of people,
2018,Census usually resident population,15-*,Verbal communication,S100707,Percentage of total stated,0.003080103217681,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Verbal communication,S100707,Count,135,number,Number of people,
2023,Census usually resident population,15-*,Verbal communication,S100707,Percentage of total stated,0.003500501738583,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Multimedia studies,S100709,Count,1476,number,Number of people,
2013,Census usually resident population,15-*,Multimedia studies,S100709,Percentage of total stated,0.04996785604383,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Multimedia studies,S100709,Count,2223,number,Number of people,
2018,Census usually resident population,15-*,Multimedia studies,S100709,Percentage of total stated,0.0633987912306,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Multimedia studies,S100709,Count,3726,number,Number of people,
2023,Census usually resident population,15-*,Multimedia studies,S100709,Percentage of total stated,0.09661384798488,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Count,114,number,Number of people,
2013,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Percentage of total stated,0.003859305954604,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Count,942,number,Number of people,
2018,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Percentage of total stated,0.026865344732,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Count,1518,number,Number of people,
2023,Census usually resident population,15-*,Communication and media studies not elsewhere classified,S100799,Percentage of total stated,0.03936119732717,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Other creative arts not further defined,S109900,Count,24,number,Number of people,
2013,Census usually resident population,15-*,Other creative arts not further defined,S109900,Percentage of total stated,0.0008124854641272,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Other creative arts not further defined,S109900,Count,27,number,Number of people,
2018,Census usually resident population,15-*,Other creative arts not further defined,S109900,Percentage of total stated,0.0007700258044203,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Other creative arts not further defined,S109900,Count,3,number,Number of people,
2023,Census usually resident population,15-*,Other creative arts not further defined,S109900,Percentage of total stated,0.00007778892752406,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Count,93,number,Number of people,
2013,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Percentage of total stated,0.003148381173493,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Count,24,number,Number of people,
2018,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Percentage of total stated,0.0006844673817069,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Count,1341,number,Number of people,
2023,Census usually resident population,15-*,Creative arts not elsewhere classified,S109999,Percentage of total stated,0.03477165060325,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Count,9,number,Number of people,
2013,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Percentage of total stated,0.0003046820490477,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Count,6,number,Number of people,
2013,Census usually resident population,15-*,Unknown,S33,Count,75627,number,Number of people,
2018,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Percentage of total stated,0.0001711168454267,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Count,3,number,Number of people,
2023,Census usually resident population,15-*,"Food, hospitality and personal services not further defined",S1100,Percentage of total stated,0.00007778892752406,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Count,309,number,Number of people,
2013,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Percentage of total stated,0.01046075035064,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Count,51,number,Number of people,
2018,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Percentage of total stated,0.001454493186127,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Count,84,number,Number of people,
2023,Census usually resident population,15-*,Food and hospitality not further defined,S110100,Percentage of total stated,0.002178089970674,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Hospitality,S110101,Count,9246,number,Number of people,
2013,Census usually resident population,15-*,Hospitality,S110101,Percentage of total stated,0.313010025055,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Hospitality,S110101,Count,8751,number,Number of people,
2018,Census usually resident population,15-*,Hospitality,S110101,Percentage of total stated,0.2495739190549,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Hospitality,S110101,Count,11139,number,Number of people,
2023,Census usually resident population,15-*,Hospitality,S110101,Percentage of total stated,0.2888302878968,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Food and beverage service,S110103,Count,1911,number,Number of people,
2013,Census usually resident population,15-*,Food and beverage service,S110103,Percentage of total stated,0.06469415508113,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Food and beverage service,S110103,Count,1314,number,Number of people,
2018,Census usually resident population,15-*,Food and beverage service,S110103,Percentage of total stated,0.03747458914845,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Food and beverage service,S110103,Count,3879,number,Number of people,
2023,Census usually resident population,15-*,Food and beverage service,S110103,Percentage of total stated,0.1005810832886,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Butchery,S110105,Count,5808,number,Number of people,
2013,Census usually resident population,15-*,Butchery,S110105,Percentage of total stated,0.1966214823188,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Butchery,S110105,Count,4638,number,Number of people,
2018,Census usually resident population,15-*,Butchery,S110105,Percentage of total stated,0.1322733215149,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Butchery,S110105,Count,5466,number,Number of people,
2023,Census usually resident population,15-*,Butchery,S110105,Percentage of total stated,0.1417314259488,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Baking and pastry making,S110107,Count,3105,number,Number of people,
2013,Census usually resident population,15-*,Baking and pastry making,S110107,Percentage of total stated,0.1051153069215,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Baking and pastry making,S110107,Count,3207,number,Number of people,
2018,Census usually resident population,15-*,Baking and pastry making,S110107,Percentage of total stated,0.09146195388059,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Baking and pastry making,S110107,Count,4242,number,Number of people,
2023,Census usually resident population,15-*,Baking and pastry making,S110107,Percentage of total stated,0.109993543519,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Cookery,S110109,Count,15360,number,Number of people,
2013,Census usually resident population,15-*,Cookery,S110109,Percentage of total stated,0.5199906970414,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Cookery,S110109,Count,16452,number,Number of people,
2018,Census usually resident population,15-*,Cookery,S110109,Percentage of total stated,0.4692023901601,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Cookery,S110109,Count,22209,number,Number of people,
2023,Census usually resident population,15-*,Cookery,S110109,Percentage of total stated,0.5758714304606,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Food hygiene,S110111,Count,381,number,Number of people,
2013,Census usually resident population,15-*,Food hygiene,S110111,Percentage of total stated,0.01289820674302,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Food hygiene,S110111,Count,351,number,Number of people,
2018,Census usually resident population,15-*,Food hygiene,S110111,Percentage of total stated,0.01001033545746,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Food hygiene,S110111,Count,474,number,Number of people,
2023,Census usually resident population,15-*,Food hygiene,S110111,Percentage of total stated,0.0122906505488,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Count,102,number,Number of people,
2013,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Percentage of total stated,0.003453063222541,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Count,93,number,Number of people,
2018,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Percentage of total stated,0.002652311104114,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Count,441,number,Number of people,
2023,Census usually resident population,15-*,Food and hospitality not elsewhere classified,S110199,Percentage of total stated,0.01143497234604,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Personal services not further defined,S110300,Count,1410,number,Number of people,
2013,Census usually resident population,15-*,Personal services not further defined,S110300,Percentage of total stated,0.04773352101748,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Personal services not further defined,S110300,Count,1719,number,Number of people,
2018,Census usually resident population,15-*,Personal services not further defined,S110300,Percentage of total stated,0.04902497621476,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Personal services not further defined,S110300,Count,2097,number,Number of people,
2023,Census usually resident population,15-*,Personal services not further defined,S110300,Percentage of total stated,0.05437446033932,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Beauty therapy,S110301,Count,7053,number,Number of people,
2013,Census usually resident population,15-*,Beauty therapy,S110301,Percentage of total stated,0.2387691657704,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Beauty therapy,S110301,Count,7959,number,Number of people,
2018,Census usually resident population,15-*,Beauty therapy,S110301,Percentage of total stated,0.2269864954586,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Beauty therapy,S110301,Count,12495,number,Number of people,
2023,Census usually resident population,15-*,Beauty therapy,S110301,Percentage of total stated,0.3239908831377,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Hairdressing,S110303,Count,17073,number,Number of people,
2013,Census usually resident population,15-*,Hairdressing,S110303,Percentage of total stated,0.5779818470435,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Hairdressing,S110303,Count,15222,number,Number of people,
2018,Census usually resident population,15-*,Hairdressing,S110303,Percentage of total stated,0.4341234368476,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Hairdressing,S110303,Count,19590,number,Number of people,
2023,Census usually resident population,15-*,Hairdressing,S110303,Percentage of total stated,0.5079616967321,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Count,210,number,Number of people,
2013,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Percentage of total stated,0.007109247811113,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Count,75,number,Number of people,
