Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Gender,Age group,Value,Value Unit,Value Label,Null Reason
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,40-*,10,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Male,total,50,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,18-19,35,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,20-24,50,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,25-39,65,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,40-*,50,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Level 5-7 certificate and diploma,Level 5-7 Certificate and Diploma,Domestic,Total,total,200,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,*-17,5,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,18-19,155,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,20-24,610,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,25-39,110,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,40-*,45,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Female,total,920,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,18-19,60,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,20-24,230,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,25-39,60,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,40-*,10,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Male,total,360,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,*-17,5,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,18-19,215,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,20-24,840,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,25-39,170,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,40-*,55,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Bachelor degree,Bachelor Degree,Domestic,Total,total,1285,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,20-24,5,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,25-39,25,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,40-*,15,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Female,total,45,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,20-24,5,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,25-39,20,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,40-*,10,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Male,total,30,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,20-24,10,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,25-39,40,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,40-*,25,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Graduate diploma/certificate,Graduate Diploma/Certificate,Domestic,Total,total,75,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,18-19,20,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,20-24,155,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,25-39,280,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,40-*,135,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Female,total,585,number,Number of students enrolled,
2024,Information technology,S02,Level 1 certificate,Level 1 Certificate,Domestic,Male,25-39,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,18-19,5,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,20-24,55,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,25-39,60,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,40-*,25,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Male,total,150,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,18-19,25,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,20-24,215,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,25-39,340,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,40-*,155,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Honours or postgraduate diploma/certificate,Postgraduate Diploma/Certificate and Bachelor Honours,Domestic,Total,total,735,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,20-24,80,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,25-39,125,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,40-*,50,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Female,total,255,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,20-24,25,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,25-39,45,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,40-*,10,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Male,total,80,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,18-19,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,20-24,105,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,25-39,175,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,40-*,60,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Masters degree,Masters Degree,Domestic,Total,total,335,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Doctorate degree,Doctorate Degree,Domestic,Female,*-17,0,number,Number of students enrolled,
2024,Other natural and physical sciences,S0199,Doctorate degree,Doctorate Degree,Domestic,Female,18-19,0,number,Number of students enrolled,
