SportAreaID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,CommissionDate,AreaNumber,AreaName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
1281,In Service,Basketball,Recreational,Unknown,Non-Seasonal,Ashphalt,2001/07/01 00:00:00+00,,Basketball Half Court,Or is on Aston Park Cedarwood Park or Thomson Park? (WBS 562,,,,,,,Fairway Reserve,Yes,Northern Contract Area,2013/08/02 09:41:00+00,2025/04/08 08:53:38+00,63.1001623277922,316.812839240126
1283,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/01/24 00:00:00+00,1,Tennis Court 1,,,,,,,,Cholmondeley Reserve,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.4306073446298,259.680617508164
1284,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/01/24 00:00:00+00,2,Tennis Court 2,,,,,,,,Cholmondeley Reserve,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,68.99994214051,256.132056899893
1285,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/02/14 00:00:00+00,1,Tennis Court 1,,,,,,,,Kirk Park,No,Banks Peninsula,2013/08/05 17:22:00+00,2025/04/08 08:53:38+00,69.6764188551552,262.549842429178
1286,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/02/14 00:00:00+00,2,Tennis Court 2,,,,,,,,Kirk Park,No,Banks Peninsula,2013/08/05 17:21:00+00,2025/04/08 08:53:38+00,69.1341016232711,258.029383612221
1287,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,67m W of Centre of Park,,,,,,,Templeton Domain,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.4897062902387,260.961649287429
1288,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/08/12 00:00:00+00,1,Tennis Court 1,62m SE of Centre of Park,,,,,,,Kirk Reserve,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.830966542796,264.261932304818
1289,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/08/12 00:00:00+00,2,Tennis Court 2,80m SE of Centre of Park,,,,,,,Kirk Reserve,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.4707842588591,259.972318907905
1290,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2013/03/24 00:00:00+00,1,Tennis Court 1,Tennis court ENE of centre of park,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.2059556481891,258.328746335687
1291,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2013/03/24 00:00:00+00,3,Tennis Court 3,Tennis court surface E of centre of park,,,,,,,Hornby Domain,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.8901882641669,265.749040090596
1292,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2011/12/19 00:00:00+00,1,Tennis Court 1,Tennis court,,,,,,,F W Delamain Park,Yes,Eastern Contract Area,2013/08/05 17:13:00+00,2025/04/08 08:53:38+00,103.875215960097,594.563873706433
1293,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/06/20 00:00:00+00,,Tennis Court,246m ENE of Centre of Park,,,,,,,Avonhead Park,Yes,Northern Contract Area,2013/08/05 17:18:00+00,2025/04/08 08:53:38+00,69.3956461117602,260.4005208599
1294,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2006/05/31 00:00:00+00,1,Tennis Court 1,26m ESE of Centre of Park,,,,,,,Stallion Reserve,Yes,Eastern Contract Area,2013/08/05 17:10:00+00,2025/04/08 08:53:38+00,69.3551269593756,260.974990316721
1295,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/04/17 00:00:00+00,1,Tennis Court 1,31m ENE of Centre of Park,,,,,,,Broken Run Reserve,Yes,Eastern Contract Area,2013/08/05 16:58:00+00,2025/04/08 08:53:38+00,69.3262053794742,259.347456370627
1296,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2006/03/29 00:00:00+00,1,Tennis Court 1,7m ESE of Centre of Park,,,,,,,Six Silvers Reserve,Yes,Eastern Contract Area,2013/08/05 16:56:00+00,2025/04/08 08:53:38+00,69.0420729440515,257.189508386307
1297,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,3m SW of Centre of Park,,,,,,,Forgan Reserve,Yes,Eastern Contract Area,2013/08/05 17:14:00+00,2025/04/08 08:53:38+00,69.0854110762351,257.3649893703
1298,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,50m NNE of Centre of Park,,,,,,,Francis Reserve,Yes,Eastern Contract Area,2013/08/05 17:19:00+00,2025/04/08 08:53:38+00,69.4701833450462,262.102144682967
1299,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/10/13 00:00:00+00,1,Tennis Court 1,123m NNW of Centre of Park,,,,,,,Centennial Park,Yes,Eastern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,99.9833481352974,534.09959451407
1300,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,42m WSW of Centre of Park,,,,,,,Jeffreys Reserve,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,102.160856488274,580.289895837566
1301,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,9m SE of Centre of Park,,,,,,,Merivale Reserve,Yes,Northern Contract Area,2013/08/05 16:40:00+00,2025/04/08 08:53:38+00,77.0384195600614,306.79467607054
1303,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,1995/07/01 00:00:00+00,1,Tennis Court 1,139m W of Centre of Park,,,,,,,Hillsborough Park,Yes,Eastern Contract Area,2013/08/05 17:06:00+00,2025/04/08 08:53:38+00,69.2772185675508,259.174636751653
1304,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/07/01 00:00:00+00,,Tennis Court,122m SE of Centre of Park,,,,,,,Woolston Park,Yes,Northern Contract Area,2013/08/05 16:54:00+00,2025/04/08 08:53:38+00,69.2817575753224,258.995901738558
1310,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2002/07/01 00:00:00+00,1,Tennis Court 1,Tennis court & Half court.,,,,,,,Old School Reserve,Yes,Eastern Contract Area,2013/08/05 17:02:00+00,2025/04/08 08:53:38+00,69.2346232608171,258.882047067051
1314,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2006/05/09 00:00:00+00,1,Tennis Court 1,4m W of Centre of Park,,,,,,,Limes Reserve,Yes,Northern Contract Area,2013/08/05 17:09:00+00,2025/04/08 08:53:38+00,69.4262346220824,260.984686756148
1315,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,1995/07/01 00:00:00+00,1,Tennis Court 1,196m S of Centre of Park,,,,,,,Ouruhia Reserve,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.5479797062957,262.276279231338
1316,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/22 00:00:00+00,2,Tennis Court 2,190m S of Centre of Park,,,,,,,Ouruhia Reserve,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.7385828994152,262.965231081555
1318,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/16 00:00:00+00,3,Tennis Court 3,185m S of Centre of Park,,,,,,,Ouruhia Reserve,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.2987650234819,256.864670296455
1319,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,1995/07/01 00:00:00+00,1,Tennis Court 1,38m SW of Centre of Park,,,,,,,Spencerville Reserve,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.0161427368552,259.842566766314
1320,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/23 00:00:00+00,1,Tennis Court 1,23m S of Centre of Park,,,,,,,Brooklands Domain,Yes,Northern Contract Area,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.5293362028187,261.391820727817
1321,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/21 00:00:00+00,2,Tennis Court 2,204m S of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/05 16:52:00+00,2025/04/08 08:53:38+00,69.2892036966934,258.712365125885
1322,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/21 00:00:00+00,1,Tennis Court 1,188m S of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/05 16:44:00+00,2025/04/08 08:53:38+00,69.1962609688842,258.669284327198
1323,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2009/08/21 00:00:00+00,3,Tennis Court 3,220m S of Centre of Park,,,,,,,Rawhiti Domain,Yes,Northern Contract Area,2013/08/05 16:53:00+00,2025/04/08 08:53:38+00,69.4826454098723,261.584451098703
1324,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/02/08 00:00:00+00,1,Tennis Court 1,,,,,,,,Okuti Valley Reserve,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,93.0955739589359,456.960793489029
1325,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/02/08 00:00:00+00,2,Tennis Court 2,,,,,,,,Okuti Valley Reserve,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,90.1976468544425,422.121369549645
1329,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/20 00:00:00+00,1,Tennis Court 1,55m WNW of Centre of Park,,,,,,,Wainui Domain,No,Banks Peninsula,2013/08/05 16:29:00+00,2025/04/08 08:53:38+00,81.6745887952209,340.143453502546
1330,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/20 00:00:00+00,2,Tennis Court 2,45m NNW of Centre of Park,,,,,,,Wainui Domain,No,Banks Peninsula,2013/08/05 16:29:00+00,2025/04/08 08:53:38+00,84.3304545402343,348.652791301721
1331,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/20 00:00:00+00,1,Tennis Court 1,36m ENE of Centre of Park,,,,,,,,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,68.1964221175744,250.788737399273
1332,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Unknown,2008/05/20 00:00:00+00,2,Tennis Court 2,86m NE of Centre of Park,,,,,,,Akaroa Recreation Ground,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,70.2018953367164,266.360591200905
1333,In Service,Tennis,Intermediate,Unknown,Non-Seasonal,Ashphalt,2008/05/20 00:00:00+00,1,Tennis Court 1,102m NNE of Centre of Park,,,,,,,Akaroa Recreation Ground,No,Banks Peninsula,2013/08/02 09:56:00+00,2025/04/08 08:53:38+00,69.477580109924,261.334821673748
