SportFieldID,ServiceStatus,SportCode,SportLevel,SportBookingOrganisation,SportSeason,SportSurface,FieldNumber,FieldName,LongDescription,SeasonStartDate,SeasonEndDate,MidSeasonBreakStartDate,MidSeasonBreakEndDate,TrainingDays,MatchDays,ParkName,InContract,ContractArea,CreateDate,LastEditDate,SHAPE_Length,SHAPE_Area
285,In Service,Rugby,Senior,Unknown,Winter,Grass,6,Senior Rugby Union 6,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:09+00,290.149212984211,5255.08380440507
286,In Service,Rugby,Senior,Unknown,Winter,Grass,7,Senior Rugby Union 7,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:33+00,290.149113044669,5255.08142006589
287,In Service,Rugby,Senior,Unknown,Winter,Grass,8,Senior Rugby Union 8,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:00+00,290.149013046856,5255.07680732941
288,In Service,Football,Intermediate,Unknown,Winter,Grass,8,Intermediate Football 08,HAGLEY PARK SOUTH (Polo Fields),2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hagley Park South,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:22+00,241.908612795475,3556.90849794417
296,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Centennial Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:16+00,339.867974278929,6994.56007503324
302,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,,Elmwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:10:34+00,308.295332470372,5706.4887813797
303,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,,Elmwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:10:33+00,204.348179824781,2575.54387187231
304,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,,,Elmwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:10:35+00,199.923751342653,2398.16929241532
311,In Service,Athletics,Senior,Unknown,Summer,Grass,1,Athletics 1,,2022/10/03 00:00:00+00,2023/03/26 00:00:00+00,2022/12/23 00:00:00+00,2023/01/03 00:00:00+00,"Monday,Tuesday,Wednesday,Thursday",,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2022/09/20 16:16:26+00,860.926773633921,4564.35240554209
312,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:03+00,199.920766121095,2398.10046376123
313,In Service,Football,Junior,Unknown,Winter,Grass,2,Junior Football 2,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:22+00,199.920650009189,2398.09715861026
315,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:10:32+00,379.849612189993,8393.34585140491
317,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hansen Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:10+00,279.889074728474,4796.19589689049
327,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hillsborough Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:56:34+00,319.872612710704,6294.9869510253
328,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Hillsborough Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:55:50+00,319.872662745328,6294.98956657695
329,In Service,Rugby,Senior,Christchurch City Council,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:09+00,379.854106845026,8393.5600555183
330,In Service,Rugby,Senior,Christchurch City Council,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:34+00,379.853966200296,8393.55356234142
331,In Service,Rugby,Senior,Christchurch City Council,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:00+00,379.854481592086,8393.5605258775
332,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:59:35+00,379.854354070959,8393.55287754926
333,In Service,Rugby,Junior,Christchurch City Council,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:54:54+00,198.03881219131,2449.516228397
334,In Service,Rugby,Junior,Christchurch City Council,Winter,Grass,2,Junior Rugby Union 2,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Hoon Hay Park,Yes,Eastern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:55:23+00,194.137565024682,2347.24452537948
345,In Service,Rugby League,Modified,Unknown,Winter,Grass,1,Modified Rugby League 1,,2024/04/04 00:00:00+00,2024/08/10 00:00:00+00,,,"Tuesday,Thursday",Saturday,Linwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:58:13+00,335.867147810133,6794.62345725309
346,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",,Linwood Park,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 13:05:54+00,375.851241570727,8153.54413323043
354,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Marshland Domain,Yes,Northern Contract Area,2006/08/02 00:00:00+00,2024/06/18 12:53:23+00,199.922628434722,2398.14224590048
357,In Service,Rugby League,Senior,Unknown,Winter,Grass,2,Senior Rugby League 2,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Macfarlane Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:57:36+00,375.854186912212,8153.67929864192
358,In Service,Rugby League,Senior,Unknown,Winter,Grass,1,Senior Rugby League 1,,2024/04/06 00:00:00+00,2024/08/11 00:00:00+00,,,"Tuesday,Thursday",Saturday,Macfarlane Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:57:31+00,375.853925684654,8153.66774189711
363,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Malvern Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:10:35+00,379.853732090157,8393.53966151461
368,In Service,Football,Training,Unknown,Winter,Grass,1,Training Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Middleton Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:35+00,379.856245356707,8393.63415018655
374,In Service,Hockey,Senior,Unknown,Winter,Grass,1,Senior Hockey 1,,2024/04/06 00:00:00+00,2024/08/31 00:00:00+00,,,,,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:05:54+00,292.691651573763,5023.28184320788
376,In Service,Hockey,Senior,Unknown,Winter,Grass,2,Senior Hockey 2,,2024/04/06 00:00:00+00,2024/08/31 00:00:00+00,,,,Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:57:17+00,292.691651573763,5023.28184320788
377,Out of Service,Hockey,Senior,Unknown,Winter,Grass,3,Senior Hockey 3,,,,,,,Saturday,Nunweek Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:10:42+00,292.691261394701,5023.26756795779
378,In Service,Rugby,Senior,Unknown,Winter,Grass,3,Senior Rugby Union 3,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:10+00,379.859301711097,8393.78435593422
379,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:37+00,379.859259174095,8393.78180460098
380,In Service,Rugby,Senior,Unknown,Winter,Grass,5,Senior Rugby Union 5,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:01+00,379.85918272923,8393.77966153197
383,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:39+00,379.859545463081,8393.7871652163
384,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:17+00,249.907539425973,3747.22750088832
387,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:11+00,379.859225266493,8393.77923943141
388,In Service,Rugby,Senior,Unknown,Winter,Grass,6,Senior Rugby Union 6,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:39+00,339.874024928426,6994.8168959532
392,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Parklands Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:09:13+00,339.866018507038,6994.48197376413
393,In Service,Football,Training,Unknown,Winter,Grass,1,Training Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Parklands Reserve,No,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:56:36+00,199.921242672239,2398.10957532616
394,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,1,Senior Touch Rugby 1,,2022/10/14 00:00:00+00,2023/03/24 00:00:00+00,2022/12/16 00:00:00+00,2023/01/20 00:00:00+00,,Friday,Parklands Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,263.208975991726,4089.08571368877
395,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,2,Senior Touch Rugby 2,,2022/10/14 00:00:00+00,2023/03/24 00:00:00+00,2022/12/16 00:00:00+00,2023/01/20 00:00:00+00,,Friday,Parklands Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,248.442328581496,3696.51474254388
396,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,3,Senior Touch Rugby 3,,2022/10/14 00:00:00+00,2023/03/24 00:00:00+00,2022/12/16 00:00:00+00,2023/01/20 00:00:00+00,,Friday,Parklands Reserve,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,259.948241686205,3994.56002561902
397,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,9,Senior Touch Rugby 9,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,272.056524715922,4593.96340987678
398,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,12,Senior Touch Rugby 12,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,254.31315656637,3930.6284744933
399,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,11,Senior Touch Rugby 11,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,253.170311601053,3866.76888923047
400,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,8,Senior Touch Rugby 8,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,253.657620459537,3879.59196671356
401,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,7,Senior Touch Rugby 7,,2022/10/17 00:00:00+00,2023/03/06 00:00:00+00,2022/12/13 00:00:00+00,2023/01/31 00:00:00+00,,Tuesday,Nunweek Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:28+00,240.514109579385,3510.15389939863
411,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:16+00,379.848125231984,8393.2826564574
412,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:01+00,379.847943209701,8393.28415105978
413,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:41+00,350.155629256531,6906.83878865904
419,In Service,Cricket,Senior,Christchurch City Council,Summer,Grass,1,Senior Cricket 1,,2022/10/15 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Thursday",Saturday,Rawhiti Domain,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/04/18 07:17:53+00,478.508987172268,11903.925552172
422,In Service,Football,Senior,Unknown,Winter,Grass,2,Senior Football 2,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Redwood Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/14 10:42:26+00,339.871372642301,6994.70940214164
423,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Redwood Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/14 10:42:26+00,245.572365677091,3629.12247330921
424,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",Redwood Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/14 10:42:26+00,176.712441977155,1845.23842358658
425,In Service,Football,Senior,Unknown,Winter,Grass,1,Senior Football 1,,2024/04/06 00:00:00+00,2024/09/01 00:00:00+00,,,,"Saturday,Sunday",Redwood Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/14 10:42:26+00,339.871598817436,6994.70993828697
428,In Service,Cricket,Senior,Unknown,Summer,Grass,1,Senior Cricket 1,,2022/10/01 00:00:00+00,2023/03/25 00:00:00+00,2022/12/18 00:00:00+00,2023/01/13 00:00:00+00,"Tuesday,Wednesday,Thursday,Friday",Saturday,Redwood Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2024/08/14 10:42:26+00,506.028639223056,14116.5155648599
435,Out of Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,,,,,,,Richmond Park,No,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:02:59+00,379.851654738455,8393.43419443956
437,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:10+00,280.047118358588,4801.83720601525
438,In Service,Football,Junior,Unknown,Winter,Grass,3,Junior Football 3,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:24+00,161.501821055219,1537.31983998292
439,In Service,Football,Senior,Unknown,Non-Seasonal,Grass,1,Senior Football 1,,2024/03/28 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 13:06:00+00,335.93141487324,6748.79311397555
440,In Service,Football,Junior,Unknown,Winter,Grass,1,Junior Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St Albans Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:03+00,160.202512460932,1493.23612850117
450,In Service,Football,Intermediate,Unknown,Winter,Grass,1,Intermediate Football 1,,2024/04/27 00:00:00+00,2024/09/01 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday","Saturday,Sunday",St James Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:53:24+00,241.85619821865,3584.33078033257
454,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,St Leonards Park,Yes,Eastern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:11+00,379.842260284174,8393.03180054139
458,In Service,Rugby,Senior,Unknown,Winter,Grass,4,Senior Rugby Union 4,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:42+00,379.856130895678,8393.63982730838
459,In Service,Rugby,Junior,Unknown,Winter,Grass,1,Junior Rugby Union 1,,2024/05/04 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:54:30+00,249.905445035202,3747.16429786255
462,In Service,Rugby,Senior,Unknown,Winter,Grass,2,Senior Rugby Union 2,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:03+00,379.856060665475,8393.63654137039
463,In Service,Rugby,Senior,Unknown,Winter,Grass,1,Senior Rugby Union 1,,2024/04/13 00:00:00+00,2024/08/31 00:00:00+00,,,"Monday,Tuesday,Wednesday,Thursday,Friday",Saturday,Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2024/06/18 12:59:42+00,379.856110873833,8393.64108521149
464,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,5,Senior Touch Rugby 5,,2022/10/05 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Tuesday,Wednesday,Thursday",Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:26+00,237.410523970099,3353.16208030252
465,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,4,Senior Touch Rugby 4,,2022/10/05 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Tuesday,Wednesday,Thursday",Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:26+00,250.106785968861,3726.48587018702
466,In Service,Touch Rugby,Senior,Unknown,Summer,Grass,1,Senior Touch Rugby 1,,2022/10/05 00:00:00+00,1900/01/01 00:00:01+00,2022/12/15 00:00:00+00,2023/01/11 00:00:00+00,,"Tuesday,Wednesday,Thursday",Sheldon Park,Yes,Northern Contract Area,2006/08/03 00:00:00+00,2022/09/20 16:16:26+00,239.909197541698,3497.35221179176
