Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2014,Industrial and agricultural chemical product wholesaling,F3323,Employee count,2050,number,Number of employees,
2014,Car wholesaling,F3501,Enterprises,378,number,Number of enterprises,
2014,Building society operation,K6222,Employee count,45,number,Number of employees,
2014,Auxiliary finance and insurance services,K64,Enterprises,5349,number,Number of enterprises,
2014,Other administrative services,N729,Enterprises,5679,number,Number of enterprises,
2014,"Adult, community and other education",P82,Employee count,12700,number,Number of employees,
2015,"Agriculture, forestry and fishing",A,Enterprises,69939,number,Number of enterprises,
2015,Forestry and logging,A030,Employee count,4550,number,Number of employees,
2015,Gold ore mining,B0804,Enterprises,90,number,Number of enterprises,
2015,Textile finishing and other textile product manufacturing,C1334,Employee count,910,number,Number of employees,
2015,Spring and wire product manufacturing,C2291,Employee count,900,number,Number of employees,
2015,"Water supply, sewerage and drainage services",D281,Employee count,1100,number,Number of employees,
2015,Commission-based wholesaling,F3800,Enterprises,1089,number,Number of enterprises,
2015,Furniture retailing,G4211,Employee count,2900,number,Number of employees,
2015,Pipeline transport,I5021,Enterprises,6,number,Number of enterprises,
2015,Publishing (except internet and music publishing),J54,Enterprises,909,number,Number of enterprises,
2015,Software publishing,J5420,Enterprises,129,number,Number of enterprises,
2015,Scientific research services,M6910,Employee count,7200,number,Number of employees,
2015,Social assistance services,Q87,Employee count,30600,number,Number of employees,
2015,"Creative artists, musicians, writers and performers",R9002,Employee count,640,number,Number of employees,
2016,Paper stationery manufacturing,C1523,Enterprises,15,number,Number of enterprises,
2016,Metal furniture manufacturing,C2512,Enterprises,69,number,Number of enterprises,
2016,Construction,E,Enterprises,57234,number,Number of enterprises,
2016,Site preparation services,E3212,Employee count,9100,number,Number of employees,
2016,"Electrical, electronic and gas appliance retailing",G4221,Employee count,5700,number,Number of employees,
2016,Flower retailing,G4274,Employee count,720,number,Number of employees,
2016,Health care and social assistance,Q,Employee count,226300,number,Number of employees,
2016,"Civic, professional and other interest group services",S955,Employee count,15000,number,Number of employees,
2017,Grain-sheep or grain-beef cattle farming,A0145,Employee count,680,number,Number of employees,
2017,Fertiliser and pesticide manufacturing,C183,Enterprises,84,number,Number of enterprises,
2017,Polymer film and sheet packaging material manufacturing,C1911,Enterprises,60,number,Number of enterprises,
2017,Non-metallic mineral product manufacturing,C20,Employee count,10100,number,Number of employees,
2017,Plaster product manufacturing,C2032,Employee count,540,number,Number of employees,
2017,Basic non-ferrous metal manufacturing,C213,Employee count,1050,number,Number of employees,
2017,Electric cable and wire manufacturing,C2431,Enterprises,48,number,Number of enterprises,
2017,"Toy, sporting and recreational product manufacturing",C2592,Enterprises,186,number,Number of enterprises,
2017,Metal and mineral wholesaling,F3322,Employee count,2400,number,Number of employees,
2017,Kitchen and diningware wholesaling,F3733,Enterprises,108,number,Number of enterprises,
2017,Accommodation,H4400,Employee count,33200,number,Number of employees,
2017,"Cafes, restaurants and takeaway food services",H451,Enterprises,14367,number,Number of enterprises,
2017,Clothing and footwear repair,S9491,Enterprises,126,number,Number of enterprises,
2018,Caged (offshore) aquaculture,A0202,Enterprises,6,number,Number of enterprises,
2018,Biscuit manufacturing (factory based),C1173,Employee count,1400,number,Number of employees,
2018,Fertiliser manufacturing,C1831,Enterprises,69,number,Number of enterprises,
2018,Iron smelting and steel manufacturing,C2110,Employee count,1600,number,Number of employees,
2018,Metal container manufacturing,C223,Employee count,1000,number,Number of employees,
2018,Other sheet metal product manufacturing,C2240,Employee count,3250,number,Number of employees,
2018,Machine tool and parts manufacturing,C2463,Enterprises,174,number,Number of enterprises,
2018,Painting and decorating services,E3244,Employee count,7200,number,Number of employees,
2018,Other personal accessory retailing,G4259,Employee count,610,number,Number of employees,
2018,Corporate head office management services,M6961,Enterprises,87,number,Number of enterprises,
2018,Central government administration,O7510,Enterprises,60,number,Number of enterprises,
2018,Other personal services n.e.c.,S9539,Enterprises,1572,number,Number of enterprises,
2019,Rock lobster and crab potting,A0411,Enterprises,258,number,Number of enterprises,
2019,Cleaning compound manufacturing,C1851,Enterprises,99,number,Number of enterprises,
2019,Other fabricated metal product manufacturing n.e.c.,C2299,Employee count,5600,number,Number of employees,
2019,Residential building construction,E301,Employee count,30400,number,Number of employees,
2019,Motor vehicle and motor vehicle parts retailing,G39,Enterprises,3063,number,Number of enterprises,
2019,Courier pick-up and delivery services,I5102,Enterprises,2964,number,Number of enterprises,
2019,Education and training,P,Employee count,191200,number,Number of employees,
2020,Agriculture,A01,Employee count,85000,number,Number of employees,
2020,Sheep-beef cattle farming,A0144,Employee count,10300,number,Number of employees,
2020,Other crop growing,A015,Employee count,1350,number,Number of employees,
2020,Other agriculture and fishing support services,A0529,Enterprises,6459,number,Number of enterprises,
2020,Oil and fat manufacturing,C1150,Employee count,450,number,Number of employees,
2020,Natural textile manufacturing,C1312,Employee count,770,number,Number of employees,
2020,Polymer product and rubber product manufacturing,C19,Employee count,12300,number,Number of employees,
2020,Architectural aluminium product manufacturing,C2223,Employee count,5400,number,Number of employees,
2020,Other electrical and electronic goods wholesaling,F3494,Enterprises,1080,number,Number of enterprises,
2020,Jewellery and watch wholesaling,F3732,Enterprises,147,number,Number of enterprises,
2020,Water transport,I48,Enterprises,189,number,Number of enterprises,
2020,Other warehousing and storage services,I5309,Enterprises,585,number,Number of enterprises,
2020,Central banking,K6210,Employee count,320,number,Number of employees,
2020,Video and other electronic media rental and hiring,L6632,Employee count,150,number,Number of employees,
2020,Employment services,N721,Enterprises,1698,number,Number of enterprises,
2020,Hospitals,Q840,Enterprises,120,number,Number of enterprises,
2020,Child care services,Q8710,Employee count,13900,number,Number of employees,
2021,Veneer and plywood manufacturing,C1493,Enterprises,15,number,Number of enterprises,
2021,Transport equipment manufacturing,C23,Employee count,9000,number,Number of employees,
2021,House construction,E3011,Employee count,32800,number,Number of employees,
2021,Other transport support services,I529,Employee count,9400,number,Number of employees,
2022,Olive growing,A0137,Employee count,18,number,Number of employees,
2022,Wood product manufacturing,C14,Employee count,18200,number,Number of employees,
2022,Converted paper product manufacturing,C152,Enterprises,81,number,Number of enterprises,
2022,Corrugated paperboard and paperboard container manufacturing,C1521,Enterprises,21,number,Number of enterprises,
2022,Veterinary pharmaceutical and medicinal product manufacturing,C1842,Enterprises,36,number,Number of enterprises,
2022,"Photographic, optical and ophthalmic equipment manufacturing",C2411,Enterprises,24,number,Number of enterprises,
2022,Other machinery and equipment manufacturing n.e.c.,C2499,Enterprises,2988,number,Number of enterprises,
2022,Other heavy and civil engineering construction,E3109,Employee count,16300,number,Number of employees,
2022,Hire of construction machinery with operator,E3292,Employee count,1550,number,Number of employees,
2022,"Clothing, footwear and personal accessories retailing",G425,Enterprises,3066,number,Number of enterprises,
2022,Stationery goods retailing,G4272,Employee count,980,number,Number of employees,
2022,Motion picture and video activities,J551,Employee count,3250,number,Number of employees,
2022,Professional photographic services,M6991,Enterprises,1440,number,Number of enterprises,
2022,Justice,O7540,Enterprises,3,number,Number of enterprises,
2022,Automotive electrical services,S9411,Enterprises,834,number,Number of enterprises,
2022,Labour association services,S9552,Enterprises,72,number,Number of enterprises,
2023,Shearing services,A0522,Enterprises,390,number,Number of enterprises,
2023,Fruit and vegetable processing,C1140,Employee count,3800,number,Number of employees,
2023,Other petroleum and coal product manufacturing,C1709,Enterprises,30,number,Number of enterprises,
2023,Prefabricated metal building manufacturing,C2222,Employee count,500,number,Number of employees,
2023,Air conditioning and heating services,E3233,Employee count,6500,number,Number of employees,
2023,Taxi and other road transport,I4623,Enterprises,3261,number,Number of enterprises,
2023,Other specialised design services,M6924,Enterprises,4170,number,Number of enterprises,
2023,Call centre operation,N7294,Enterprises,75,number,Number of enterprises,
2023,"Public order, safety and regulatory services",O77,Employee count,52300,number,Number of employees,
2023,Higher education,P8102,Employee count,27700,number,Number of employees,
2023,Other residential care services,Q8609,Employee count,17200,number,Number of employees,
2024,Other livestock farming n.e.c.,A0199,Enterprises,684,number,Number of enterprises,
2024,Iron ore mining,B0801,Enterprises,6,number,Number of enterprises,
2024,Textile floor covering manufacturing,C1331,Employee count,1050,number,Number of employees,
