Year as at February,Industry,Industry Code,Measure,Value,Value Unit,Value Label,Null Reason
2020,"Leather tanning, fur dressing and leather product manufacturing",C1320,Enterprises,90,number,Number of enterprises,
2020,Veneer and plywood manufacturing,C1493,Enterprises,15,number,Number of enterprises,
2020,Sanitary paper product manufacturing,C1524,Employee count,660,number,Number of employees,
2020,Glass and glass product manufacturing,C2010,Enterprises,138,number,Number of enterprises,
2020,"Electrical, electronic and gas appliance retailing",G4221,Enterprises,549,number,Number of enterprises,
2020,Antique and used goods retailing,G4273,Employee count,1450,number,Number of employees,
2020,Internet publishing and broadcasting,J5700,Employee count,180,number,Number of employees,
2020,"Other professional, scientific and technical services",M699,Employee count,2600,number,Number of employees,
2020,Health care and social assistance,Q,Enterprises,21174,number,Number of enterprises,
2020,Museum operation,R8910,Enterprises,180,number,Number of enterprises,
2020,Other interest group services n.e.c.,S9559,Enterprises,3591,number,Number of enterprises,
2021,Stone fruit growing,A0135,Enterprises,240,number,Number of enterprises,
2021,Sheep-beef cattle farming,A0144,Employee count,9600,number,Number of employees,
2021,Beekeeping,A0193,Employee count,1850,number,Number of employees,
2021,Mining,B,Employee count,5500,number,Number of employees,
2021,"Water supply, sewerage and drainage services",D281,Enterprises,144,number,Number of enterprises,
2021,Other waste collection services,D2919,Enterprises,105,number,Number of enterprises,
2021,Building structure services,E322,Employee count,10900,number,Number of employees,
2021,Car retailing,G3911,Employee count,12700,number,Number of employees,
2021,Motion picture and video activities,J551,Employee count,2750,number,Number of employees,
2021,Video and other electronic media rental and hiring,L6632,Employee count,140,number,Number of employees,
2021,Local government administration,O7530,Employee count,35100,number,Number of employees,
2021,"Creative artists, musicians, writers and performers",R9002,Enterprises,2889,number,Number of enterprises,
2022,Other livestock farming,A019,Employee count,3500,number,Number of employees,
2022,Onshore aquaculture,A0203,Employee count,440,number,Number of employees,
2022,Printing and reproduction of recorded media,C16,Enterprises,1137,number,Number of enterprises,
2022,Other ceramic product manufacturing,C2029,Employee count,560,number,Number of employees,
2022,Mattress manufacturing,C2513,Employee count,680,number,Number of employees,
2022,"Waste collection, treatment and disposal services",D29,Enterprises,891,number,Number of enterprises,
2022,Taxi and other road transport,I4623,Enterprises,2970,number,Number of enterprises,
2022,Non-residential property operators,L6712,Employee count,5400,number,Number of employees,
2022,Other health care services,Q859,Enterprises,939,number,Number of enterprises,
2023,Synthetic fibre textile manufacturing,C1313,Enterprises,12,number,Number of enterprises,
2023,Wooden structural fitting and component manufacturing,C1492,Enterprises,840,number,Number of enterprises,
2023,Basic material wholesaling,F33,Enterprises,2997,number,Number of enterprises,
2023,Stationery goods retailing,G4272,Employee count,970,number,Number of employees,
2023,Combined primary and secondary education,P8023,Enterprises,138,number,Number of enterprises,
2023,Labour association services,S9552,Enterprises,72,number,Number of enterprises,
2024,Apple and pear growing,A0134,Enterprises,330,number,Number of enterprises,
2024,Meat and meat product manufacturing,C111,Enterprises,354,number,Number of enterprises,
2024,Cured meat and smallgoods manufacturing,C1113,Employee count,2600,number,Number of employees,
2024,Other furniture manufacturing,C2519,Enterprises,159,number,Number of enterprises,
2024,Solid waste collection services,D2911,Enterprises,432,number,Number of enterprises,
2024,Road and bridge construction,E3101,Employee count,25400,number,Number of employees,
2024,Other hardware goods wholesaling,F3339,Enterprises,963,number,Number of enterprises,
2024,Music and other sound recording activities,J5522,Enterprises,285,number,Number of enterprises,
2024,Veterinary services,M6970,Enterprises,717,number,Number of enterprises,
2000,Poultry farming (meat),A0171,Enterprises,519,number,Number of enterprises,
2000,Beer manufacturing,C1212,Enterprises,54,number,Number of enterprises,
2000,Glass and glass product manufacturing,C2010,Employee count,1250,number,Number of employees,
2000,"Cement, lime, plaster and concrete product manufacturing",C203,Employee count,5400,number,Number of employees,
2000,Wooden furniture and upholstered seat manufacturing,C2511,Employee count,6000,number,Number of employees,
2000,Auxiliary insurance services,K6420,Enterprises,1707,number,Number of enterprises,
2000,Surveying and mapping services,M6922,Enterprises,330,number,Number of enterprises,
2000,Other interest group services n.e.c.,S9559,Employee count,7800,number,Number of employees,
2001,Mushroom growing,A0121,Enterprises,24,number,Number of enterprises,
2001,Other non-metallic mineral mining and quarrying,B0990,Employee count,95,number,Number of employees,
2001,Timber resawing and dressing,C1413,Enterprises,117,number,Number of enterprises,
2001,Industrial gas manufacturing,C1811,Employee count,440,number,Number of employees,
2001,Other waste collection services,D2919,Employee count,80,number,Number of employees,
2001,Other agricultural product wholesaling,F3319,Enterprises,354,number,Number of enterprises,
2001,Toy and game retailing,G4243,Enterprises,147,number,Number of enterprises,
2001,Postal and courier pick-up and delivery services,I510,Employee count,22500,number,Number of employees,
2001,Radio broadcasting,J5610,Employee count,2650,number,Number of employees,
2001,Finance,K62,Employee count,29000,number,Number of employees,
2001,Legal services,M6931,Enterprises,2385,number,Number of enterprises,
2001,Other administrative services n.e.c.,N7299,Employee count,6900,number,Number of employees,
2002,Kiwifruit growing,A0132,Enterprises,1845,number,Number of enterprises,
2002,Other grain growing,A0149,Enterprises,990,number,Number of enterprises,
2002,Non-metallic mineral mining and quarrying,B09,Enterprises,204,number,Number of enterprises,
2002,Clothing and footwear manufacturing,C135,Employee count,8000,number,Number of employees,
2002,Other basic polymer manufacturing,C1829,Employee count,1700,number,Number of employees,
2002,Tyre manufacturing,C1914,Employee count,140,number,Number of employees,
2002,Footwear retailing,G4252,Enterprises,237,number,Number of enterprises,
2002,Takeaway food services,H4512,Enterprises,3261,number,Number of enterprises,
2002,Property operators and real estate services,L67,Employee count,12200,number,Number of employees,
2002,Packaging services,N7320,Employee count,4400,number,Number of employees,
2002,Regulatory services,O7720,Employee count,4150,number,Number of employees,
2002,Zoological and botanical gardens operation,R8921,Enterprises,24,number,Number of enterprises,
2003,Dairy cattle farming,A0160,Enterprises,19170,number,Number of enterprises,
2003,Other fishing,A0419,Employee count,80,number,Number of employees,
2003,"Soft drink, cordial and syrup manufacturing",C1211,Enterprises,75,number,Number of enterprises,
2003,Natural rubber product manufacturing,C1920,Employee count,830,number,Number of employees,
2003,Ceramic product manufacturing,C202,Employee count,710,number,Number of employees,
2003,Other machinery and equipment manufacturing n.e.c.,C2499,Employee count,9100,number,Number of employees,
2003,Electricity supply,D26,Enterprises,87,number,Number of enterprises,
2003,Bricklaying services,E3222,Enterprises,1020,number,Number of enterprises,
2003,"Clothing, footwear and personal accessories retailing",G425,Employee count,17200,number,Number of employees,
2003,Non-store and commission-based retailing,G43,Employee count,1650,number,Number of employees,
2003,Road freight transport,I4610,Enterprises,4704,number,Number of enterprises,
2003,Airport operations and other air transport support services,I5220,Employee count,1550,number,Number of employees,
2003,Other auxiliary finance and investment services,K6419,Enterprises,2130,number,Number of enterprises,
2003,Combined primary and secondary education,P8023,Employee count,3350,number,Number of employees,
2003,Personal and other services,S95,Enterprises,9513,number,Number of enterprises,
2003,Labour association services,S9552,Employee count,910,number,Number of employees,
2004,Fruit and tree nut growing,A013,Enterprises,7455,number,Number of enterprises,
2004,Shearing services,A0522,Employee count,5900,number,Number of employees,
2004,Other construction material mining,B0919,Employee count,670,number,Number of employees,
2004,Cereal grain wholesaling,F3312,Enterprises,33,number,Number of enterprises,
2004,Entertainment media retailing,G4242,Enterprises,114,number,Number of enterprises,
2004,Rail transport,I47,Employee count,3450,number,Number of employees,
2004,Music and other sound recording activities,J5522,Employee count,100,number,Number of employees,
2004,Other goods and equipment rental and hiring,L663,Enterprises,2580,number,Number of enterprises,
2004,Call centre operation,N7294,Employee count,2050,number,Number of employees,
2005,Grape growing,A0131,Enterprises,1422,number,Number of enterprises,
2005,Other mining support services,B1090,Employee count,530,number,Number of employees,
2005,Synthetic resin and synthetic rubber manufacturing,C1821,Employee count,810,number,Number of employees,
2005,Clothing retailing,G4251,Enterprises,2013,number,Number of enterprises,
2005,Cafes and restaurants,H4511,Enterprises,5757,number,Number of enterprises,
2005,Rental and hiring services (except real estate),L66,Employee count,13000,number,Number of employees,
2005,Gardening services,N7313,Employee count,2100,number,Number of employees,
2005,Museum operation,R8910,Enterprises,174,number,Number of enterprises,
2006,Other crop growing n.e.c.,A0159,Enterprises,522,number,Number of enterprises,
2006,"Fish trawling, seining and netting",A0414,Employee count,600,number,Number of employees,
2006,Mining,B,Employee count,4500,number,Number of employees,
2006,Other polymer product manufacturing,C1919,Employee count,2850,number,Number of employees,
2006,Spring and wire product manufacturing,C2291,Enterprises,78,number,Number of enterprises,
2006,Furniture and other manufacturing,C25,Enterprises,2850,number,Number of enterprises,
2006,"Water supply, sewerage and drainage services",D281,Enterprises,78,number,Number of enterprises,
2006,Concreting services,E3221,Enterprises,1065,number,Number of enterprises,
2006,Car retailing,G3911,Employee count,12300,number,Number of employees,
2006,Clubs (hospitality),H4530,Enterprises,408,number,Number of enterprises,
2006,Other water transport support services,I5219,Employee count,950,number,Number of employees,
2006,Television broadcasting,J562,Enterprises,30,number,Number of enterprises,
2006,Secondary education,P8022,Employee count,36100,number,Number of employees,
2006,"Creative artists, musicians, writers and performers",R9002,Enterprises,2229,number,Number of enterprises,
2007,Gravel and sand quarrying,B0911,Employee count,500,number,Number of employees,
2007,Plumbing services,E3231,Enterprises,3489,number,Number of enterprises,
2007,Wholesale trade,F,Employee count,99800,number,Number of employees,
2007,Wool wholesaling,F3311,Enterprises,114,number,Number of enterprises,
2007,Road transport,I46,Employee count,33900,number,Number of employees,
2007,Other transport support services n.e.c.,I5299,Employee count,1850,number,Number of employees,
2007,Music publishing,J5521,Employee count,21,number,Number of employees,
2007,"Data processing, web hosting and electronic information storage services",J592,Enterprises,243,number,Number of enterprises,
2007,Other motor vehicle and transport equipment rental and hiring,L6619,Enterprises,639,number,Number of enterprises,
2008,Vegetable growing (outdoors),A0123,Enterprises,1176,number,Number of enterprises,
2008,Mineral exploration,B1012,Employee count,180,number,Number of employees,
2008,Textile product manufacturing,C133,Employee count,3900,number,Number of employees,
2008,Basic inorganic chemical manufacturing,C1813,Employee count,220,number,Number of employees,
2008,Iron and steel casting,C2121,Enterprises,39,number,Number of enterprises,
2008,Metal and mineral wholesaling,F3322,Enterprises,306,number,Number of enterprises,
2008,General line grocery wholesaling,F3601,Employee count,6000,number,Number of employees,
2008,Marine equipment retailing,G4245,Enterprises,303,number,Number of enterprises,
2008,Cable and other subscription broadcasting,J5622,Employee count,930,number,Number of employees,
2008,Auxiliary finance and insurance services,K64,Employee count,13500,number,Number of employees,
2008,Building pest control services,N7312,Employee count,510,number,Number of employees,
2008,General practice medical services,Q8511,Enterprises,3696,number,Number of enterprises,
2009,Food product manufacturing,C11,Enterprises,2487,number,Number of enterprises,
2009,Other wood product manufacturing,C149,Employee count,9100,number,Number of employees,
2009,Other sheet metal product manufacturing,C2240,Enterprises,381,number,Number of enterprises,
2009,Professional and scientific equipment manufacturing,C241,Enterprises,342,number,Number of enterprises,
2009,Site preparation services,E3212,Enterprises,2331,number,Number of enterprises,
2009,Commission-based wholesaling,F3800,Employee count,2000,number,Number of employees,
2009,Port and water transport terminal operations,I5212,Employee count,2550,number,Number of employees,
2009,Public order and safety services,O771,Employee count,32100,number,Number of employees,
2009,Performing arts operation,R9001,Enterprises,696,number,Number of enterprises,
2010,Forestry support services,A0510,Employee count,2200,number,Number of employees,
2010,Construction,E,Employee count,114400,number,Number of employees,
2010,Residential building construction,E301,Enterprises,16233,number,Number of enterprises,
2010,Structural steel erection services,E3224,Enterprises,255,number,Number of enterprises,
2010,Food and beverage services,H45,Employee count,98000,number,Number of employees,
2010,Freight forwarding services,I5292,Employee count,5000,number,Number of employees,
2010,Creative and performing arts activities,R900,Employee count,2300,number,Number of employees,
2011,Other crop growing,A015,Enterprises,1743,number,Number of enterprises,
2011,Petroleum exploration,B1011,Employee count,50,number,Number of employees,
2011,Natural textile manufacturing,C1312,Enterprises,33,number,Number of enterprises,
2011,Iron smelting and steel manufacturing,C2110,Enterprises,81,number,Number of enterprises,
2011,"Toy, sporting and recreational product manufacturing",C2592,Employee count,390,number,Number of employees,
2011,Petroleum product wholesaling,F3321,Enterprises,117,number,Number of enterprises,
2011,Motor vehicle dismantling and used parts wholesaling,F3505,Employee count,1250,number,Number of employees,
2011,"Cafes, restaurants and takeaway food services",H451,Employee count,80300,number,Number of employees,
2011,Free-to-air television broadcasting,J5621,Employee count,1850,number,Number of employees,
2011,Insurance and superannuation funds,K63,Employee count,10100,number,Number of employees,
2011,Video and other electronic media rental and hiring,L6632,Enterprises,366,number,Number of enterprises,
2011,Property operators,L671,Enterprises,82935,number,Number of enterprises,
2011,Psychiatric hospitals,Q8402,Enterprises,9,number,Number of enterprises,
2012,Other livestock farming,A019,Enterprises,3768,number,Number of enterprises,
2012,Aluminium smelting,C2132,Enterprises,9,number,Number of enterprises,
2012,Other metal container manufacturing,C2239,Enterprises,30,number,Number of enterprises,
2012,Other transport equipment manufacturing,C239,Enterprises,975,number,Number of enterprises,
2012,Fish and seafood wholesaling,F3604,Employee count,680,number,Number of employees,
2012,Other goods wholesaling n.e.c.,F3739,Employee count,7300,number,Number of employees,
2012,Watch and jewellery retailing,G4253,Enterprises,387,number,Number of enterprises,
2012,Road passenger transport,I462,Employee count,9300,number,Number of employees,
2012,Central government administration,O7510,Employee count,38600,number,Number of employees,
2012,Nature reserves and conservation parks operation,R8922,Enterprises,99,number,Number of enterprises,
2013,Hunting and trapping,A0420,Employee count,160,number,Number of employees,
2013,Oil and fat manufacturing,C1150,Enterprises,45,number,Number of enterprises,
2013,Printing,C161,Employee count,8600,number,Number of employees,
2013,Cleaning compound manufacturing,C1851,Employee count,810,number,Number of employees,
2013,Metal coating and finishing,C2293,Enterprises,306,number,Number of enterprises,
2013,Electric cable and wire manufacturing,C2431,Employee count,480,number,Number of employees,
2013,"Electricity, gas, water and waste services",D,Employee count,15500,number,Number of employees,
2013,"Waste treatment, disposal and remediation services",D292,Enterprises,342,number,Number of enterprises,
2013,Roofing services,E3223,Enterprises,1032,number,Number of enterprises,
2013,Trailer and other motor vehicle retailing,G3913,Employee count,120,number,Number of employees,
2013,Customs agency services,I5291,Employee count,510,number,Number of employees,
2013,Telecommunications services,J580,Enterprises,312,number,Number of enterprises,
2013,Central banking,K6210,Enterprises,0,number,Number of enterprises,
2013,Preschool and school education,P80,Enterprises,4023,number,Number of enterprises,
2013,Parks and gardens operations,R892,Employee count,3550,number,Number of employees,
2013,Clothing and footwear repair,S9491,Employee count,170,number,Number of employees,
2014,"Sheep, beef cattle and grain farming",A014,Enterprises,25101,number,Number of enterprises,
2014,Wool scouring,C1311,Enterprises,18,number,Number of enterprises,
2014,Jewellery and silverware manufacturing,C2591,Employee count,650,number,Number of employees,
2014,Motor vehicle parts and tyre retailing,G392,Employee count,4600,number,Number of employees,
2014,Water transport,I48,Employee count,1250,number,Number of employees,
2014,Heavy machinery and scaffolding rental and hiring,L6631,Enterprises,555,number,Number of enterprises,
2014,Hospitals (except psychiatric hospitals),Q8401,Enterprises,111,number,Number of enterprises,
2014,Medical and other health care services,Q85,Enterprises,14307,number,Number of enterprises,
2015,Motor vehicle and motor vehicle parts manufacturing,C231,Enterprises,591,number,Number of enterprises,
2015,Dairy produce wholesaling,F3603,Employee count,840,number,Number of employees,
2015,Pathology and diagnostic imaging services,Q8520,Enterprises,207,number,Number of enterprises,
2016,Citrus fruit growing,A0136,Enterprises,270,number,Number of enterprises,
2016,Fruit and vegetable processing,C1140,Enterprises,111,number,Number of enterprises,
2016,"Textile, leather, clothing and footwear manufacturing",C13,Enterprises,1503,number,Number of enterprises,
2016,Converted paper product manufacturing,C152,Employee count,2600,number,Number of employees,
2016,Veterinary pharmaceutical and medicinal product manufacturing,C1842,Employee count,1050,number,Number of employees,
2016,"Nut, bolt, screw and rivet manufacturing",C2292,Enterprises,18,number,Number of enterprises,
2016,Other electronic equipment manufacturing,C2429,Employee count,2750,number,Number of employees,
2016,Waste collection services,D291,Enterprises,477,number,Number of enterprises,
2016,"Pharmaceutical, cosmetic and toiletry goods retailing",G4271,Enterprises,1473,number,Number of enterprises,
2016,Other information services,J6020,Enterprises,39,number,Number of enterprises,
2016,Justice,O7540,Employee count,4300,number,Number of employees,
2016,Performing arts venue operation,R9003,Enterprises,183,number,Number of enterprises,
2016,Other machinery and equipment repair and maintenance,S9429,Employee count,3650,number,Number of employees,
2017,Bread manufacturing (factory based),C1171,Enterprises,78,number,Number of enterprises,
2017,Cigarette and tobacco product manufacturing,C1220,Enterprises,3,number,Number of enterprises,
2017,Chemical manufacturing,C181,Employee count,1400,number,Number of employees,
2017,Whiteware appliance manufacturing,C2441,Employee count,1200,number,Number of employees,
2017,Other furniture manufacturing,C2519,Employee count,800,number,Number of employees,
2017,Electrical services,E3232,Enterprises,6258,number,Number of enterprises,
2017,Motor vehicle retailing,G391,Employee count,14200,number,Number of employees,
2017,Grain storage services,I5301,Employee count,12,number,Number of employees,
2017,Farm animal and bloodstock leasing,L6620,Enterprises,849,number,Number of enterprises,
2018,Poultry farming,A017,Enterprises,414,number,Number of enterprises,
2018,Iron ore mining,B0801,Employee count,130,number,Number of employees,
2018,"Leather tanning, fur dressing and leather product manufacturing",C1320,Enterprises,87,number,Number of enterprises,
2018,Corrugated paperboard and paperboard container manufacturing,C1521,Employee count,1450,number,Number of employees,
2018,Steel pipe and tube manufacturing,C2122,Enterprises,24,number,Number of enterprises,
2018,Other fabricated metal product manufacturing,C229,Enterprises,1305,number,Number of enterprises,
2018,Fossil fuel electricity generation,D2611,Employee count,1850,number,Number of employees,
2018,"Meat, poultry and smallgoods wholesaling",F3602,Employee count,1150,number,Number of employees,
2018,Floor coverings retailing,G4212,Enterprises,459,number,Number of enterprises,
2018,Book publishing,J5413,Employee count,530,number,Number of employees,
2018,Professional photographic services,M6991,Employee count,630,number,Number of employees,
2018,Administrative and support services,N,Enterprises,18021,number,Number of enterprises,
2018,Specialist medical services,Q8512,Enterprises,2733,number,Number of enterprises,
2019,Stone fruit growing,A0135,Enterprises,255,number,Number of enterprises,
2019,Grain mill and cereal product manufacturing,C116,Employee count,1200,number,Number of employees,
2019,Beverage and tobacco product manufacturing,C12,Enterprises,795,number,Number of enterprises,
2019,Other converted paper product manufacturing,C1529,Employee count,290,number,Number of employees,
2019,Human pharmaceutical and medicinal product manufacturing,C1841,Employee count,2350,number,Number of employees,
2019,Department stores,G4260,Enterprises,12,number,Number of enterprises,
2019,Libraries and archives,J6010,Enterprises,24,number,Number of enterprises,
2019,Local government administration,O7530,Employee count,34000,number,Number of employees,
2019,Arts and recreation services,R,Enterprises,10317,number,Number of enterprises,
2019,Electronic (except domestic appliance) and precision equipment repair and maintenance,S9422,Employee count,1250,number,Number of employees,
2019,Private households,S960,Enterprises,0,number,Number of enterprises,
2020,Sheep farming (specialised),A0141,Enterprises,4734,number,Number of enterprises,
2020,"Cereal, pasta and baking mix manufacturing",C1162,Enterprises,36,number,Number of enterprises,
2020,Printing and reproduction of recorded media,C16,Enterprises,1158,number,Number of enterprises,
2020,Petroleum refining and coal product manufacturing,C170,Employee count,3350,number,Number of employees,
2020,Other electrical equipment manufacturing,C2439,Employee count,1900,number,Number of employees,
2020,Building society operation,K6222,Enterprises,6,number,Number of enterprises,
2020,"Adult, community and other education",P82,Enterprises,4860,number,Number of enterprises,
2020,Hairdressing and beauty services,S9511,Employee count,12500,number,Number of employees,
2021,Oil and gas extraction,B0700,Employee count,850,number,Number of employees,
2021,Synthetic fibre textile manufacturing,C1313,Enterprises,15,number,Number of enterprises,
2021,"Pulp, paper and paperboard manufacturing",C1510,Employee count,3900,number,Number of employees,
2021,Other building installation services,E3239,Enterprises,1269,number,Number of enterprises,
2021,Furniture retailing,G4211,Enterprises,678,number,Number of enterprises,
2021,Other transport,I50,Employee count,2300,number,Number of employees,
2021,Magazine and other periodical publishing,J5412,Employee count,690,number,Number of employees,
2021,Depository financial intermediation,K622,Enterprises,48,number,Number of enterprises,
2021,Other goods and equipment rental and hiring n.e.c.,L6639,Enterprises,2133,number,Number of enterprises,
2021,Veterinary services,M6970,Employee count,6300,number,Number of employees,
2021,Personal care services,S951,Enterprises,5334,number,Number of enterprises,
2022,Apple and pear growing,A0134,Enterprises,369,number,Number of enterprises,
2022,Sanitary paper product manufacturing,C1524,Employee count,270,number,Number of employees,
2022,Pesticide manufacturing,C1832,Employee count,95,number,Number of employees,
2022,"Copper, silver, lead and zinc smelting and refining",C2133,Enterprises,0,number,Number of enterprises,
2022,Fruit and vegetable wholesaling,F3605,Employee count,5200,number,Number of employees,
2022,"Electrical, electronic and gas appliance retailing",G4221,Enterprises,528,number,Number of enterprises,
2022,Other personal accessory retailing,G4259,Enterprises,189,number,Number of enterprises,
2022,Publishing (except internet and music publishing),J54,Employee count,6500,number,Number of employees,
2022,Employment placement and recruitment services,N7211,Employee count,20100,number,Number of employees,
2022,Health care and social assistance,Q,Enterprises,23238,number,Number of enterprises,
2022,Optometry and optical dispensing,Q8532,Enterprises,369,number,Number of enterprises,
2022,"Civic, professional and other interest group services",S955,Enterprises,4476,number,Number of enterprises,
2023,Other fruit and tree nut growing,A0139,Enterprises,1176,number,Number of enterprises,
2023,Beekeeping,A0193,Employee count,1550,number,Number of employees,
2023,Grain mill product manufacturing,C1161,Enterprises,18,number,Number of enterprises,
2023,"Pulp, paper and converted paper product manufacturing",C15,Enterprises,102,number,Number of enterprises,
2023,Cosmetic and toiletry preparation manufacturing,C1852,Employee count,900,number,Number of employees,
2023,Electric lighting equipment manufacturing,C2432,Employee count,310,number,Number of employees,
2023,Other waste collection services,D2919,Enterprises,135,number,Number of enterprises,
2023,Construction services,E32,Employee count,116600,number,Number of employees,
2023,Clothing and footwear wholesaling,F3712,Employee count,3300,number,Number of employees,
2023,"Furniture, floor coverings and other goods wholesaling",F373,Employee count,14600,number,Number of employees,
2023,Antique and used goods retailing,G4273,Enterprises,612,number,Number of enterprises,
2023,Water freight transport,I4810,Employee count,760,number,Number of employees,
2023,Postal and courier pick-up and delivery services,I510,Enterprises,3900,number,Number of enterprises,
2023,Banking,K6221,Enterprises,27,number,Number of enterprises,
2023,Tertiary education,P810,Employee count,44800,number,Number of employees,
2023,Other repair and maintenance n.e.c.,S9499,Employee count,750,number,Number of employees,
2024,Onshore aquaculture,A0203,Employee count,450,number,Number of employees,
2024,Coal mining,B0600,Employee count,780,number,Number of employees,
2024,Fire and security alarm installation services,E3234,Enterprises,717,number,Number of enterprises,
2024,Other specialised food retailing,G4129,Enterprises,1071,number,Number of enterprises,
2024,Warehousing and storage services,I530,Enterprises,630,number,Number of enterprises,
2024,Newspaper publishing,J5411,Employee count,2950,number,Number of employees,
2024,Management advice and related consulting services,M6962,Employee count,27800,number,Number of employees,
2024,Regulatory services,O7720,Enterprises,198,number,Number of enterprises,
2000,Floriculture production (under cover),A0114,Employee count,180,number,Number of employees,
2000,Rock lobster and crab potting,A0411,Employee count,150,number,Number of employees,
2000,Dairy product manufacturing,C113,Employee count,10900,number,Number of employees,
2000,"Cereal, pasta and baking mix manufacturing",C1162,Employee count,640,number,Number of employees,
2000,Other food product manufacturing,C119,Enterprises,318,number,Number of enterprises,
2000,Motor vehicle and motor vehicle parts manufacturing,C231,Enterprises,549,number,Number of enterprises,
2000,Other heavy and civil engineering construction,E3109,Enterprises,942,number,Number of enterprises,
2000,Accounting services,M6932,Enterprises,3426,number,Number of enterprises,
2000,"Other professional, scientific and technical services n.e.c.",M6999,Employee count,690,number,Number of employees,
2000,"Adult, community and other education n.e.c.",P8219,Employee count,8800,number,Number of employees,
2000,Pathology and diagnostic imaging services,Q8520,Enterprises,153,number,Number of enterprises,
2000,Other personal services,S953,Enterprises,1353,number,Number of enterprises,
2001,Bakery product manufacturing,C117,Employee count,11000,number,Number of employees,
2001,Other wood product manufacturing n.e.c.,C1499,Enterprises,435,number,Number of enterprises,
2001,Other ceramic product manufacturing,C2029,Enterprises,189,number,Number of enterprises,
2001,Iron and steel casting,C2121,Employee count,590,number,Number of employees,
2001,Other electronic equipment manufacturing,C2429,Employee count,2250,number,Number of employees,
2001,Non-store and commission-based retailing,G43,Employee count,1900,number,Number of employees,
2001,Rail freight transport,I4710,Employee count,0,number,Number of employees,
2001,Pipeline transport,I5021,Enterprises,3,number,Number of enterprises,
2001,"Newspaper, periodical, book and directory publishing",J541,Employee count,19000,number,Number of employees,
2001,Other information services,J6020,Enterprises,12,number,Number of enterprises,
2001,Financial asset investing,K6240,Employee count,1850,number,Number of employees,
2001,Social assistance services,Q87,Employee count,21100,number,Number of employees,
2001,Other services,S,Enterprises,17892,number,Number of enterprises,
2002,Longline and rack (offshore) aquaculture,A0201,Employee count,440,number,Number of employees,
2002,Ice cream manufacturing,C1132,Employee count,800,number,Number of employees,
2002,Bread manufacturing (factory based),C1171,Enterprises,57,number,Number of enterprises,
2002,Other machinery and equipment wholesaling,F349,Enterprises,2454,number,Number of enterprises,
2002,Professional and scientific goods wholesaling,F3491,Enterprises,303,number,Number of enterprises,
2002,Trailer and other motor vehicle wholesaling,F3503,Employee count,40,number,Number of employees,
2002,Motor vehicle retailing,G391,Employee count,12900,number,Number of employees,
2002,"Electrical, electronic and gas appliance retailing",G4221,Employee count,4700,number,Number of employees,
2002,Special school education,P8024,Employee count,2000,number,Number of employees,
2002,Educational support services,P8220,Enterprises,12,number,Number of enterprises,
2002,Other automotive repair and maintenance,S9419,Enterprises,3771,number,Number of enterprises,
2002,Diet and weight reduction centre operation,S9512,Employee count,990,number,Number of employees,
2003,Turf growing,A0113,Employee count,25,number,Number of employees,
2003,Logging,A0302,Employee count,4800,number,Number of employees,
2003,Sugar and confectionery manufacturing,C118,Enterprises,84,number,Number of enterprises,
2003,"Photographic, optical and ophthalmic equipment manufacturing",C2411,Employee count,180,number,Number of employees,
2003,Electric cable and wire manufacturing,C2431,Enterprises,9,number,Number of enterprises,
2003,Structural steel erection services,E3224,Employee count,340,number,Number of employees,
2003,Other telecommunications services,J5809,Enterprises,75,number,Number of enterprises,
2003,Banking,K6221,Employee count,23900,number,Number of employees,
2003,Professional photographic services,M6991,Employee count,610,number,Number of employees,
2004,Cheese and other dairy product manufacturing,C1133,Enterprises,42,number,Number of enterprises,
2004,Reconstituted wood product manufacturing,C1494,Enterprises,36,number,Number of enterprises,
2004,Other converted paper product manufacturing,C1529,Employee count,410,number,Number of employees,
2004,Iron smelting and steel manufacturing,C2110,Employee count,1600,number,Number of employees,
2004,Other construction services,E329,Enterprises,2616,number,Number of enterprises,
2004,"Grocery, liquor and tobacco product wholesaling",F360,Employee count,16200,number,Number of employees,
2004,Other specialised food retailing,G4129,Employee count,1800,number,Number of employees,
2004,Other store-based retailing,G42,Employee count,102000,number,Number of employees,
2004,Scenic and sightseeing transport,I5010,Enterprises,666,number,Number of enterprises,
2004,Warehousing and storage services,I530,Employee count,3100,number,Number of employees,
2004,Television broadcasting,J562,Enterprises,60,number,Number of enterprises,
2004,Technical and vocational education and training,P8101,Enterprises,438,number,Number of enterprises,
2004,Arts and recreation services,R,Enterprises,8595,number,Number of enterprises,
2004,Casino operation,R9201,Enterprises,12,number,Number of enterprises,
2005,Other livestock farming n.e.c.,A0199,Employee count,440,number,Number of employees,
2005,Dairy product manufacturing,C113,Enterprises,84,number,Number of enterprises,
2005,Basic non-ferrous metal product manufacturing,C214,Enterprises,54,number,Number of enterprises,
2005,Other transport equipment manufacturing,C239,Employee count,6600,number,Number of employees,
2005,Medical and surgical equipment manufacturing,C2412,Enterprises,228,number,Number of enterprises,
2005,Waste treatment and disposal services,D2921,Enterprises,96,number,Number of enterprises,
2005,Commercial vehicle wholesaling,F3502,Employee count,690,number,Number of employees,
2005,Building society operation,K6222,Enterprises,15,number,Number of enterprises,
2005,Combined primary and secondary education,P8023,Employee count,4300,number,Number of employees,
2005,"Adult, community and other education n.e.c.",P8219,Enterprises,2187,number,Number of enterprises,
