Quarter,Input commodity,Input commodity Code,Measure,Value,Value Unit,Value Label,Null Reason
2013 Q2,Packaging products of plastic,Packaging products of plastic,Producers Price Index (Input Commodity),1027,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Other plastics products,Other plastics products,Producers Price Index (Input Commodity),1078,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Articles of concrete, cement, and plaster","Articles of concrete, cement, and plaster",Producers Price Index (Input Commodity),1054,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Stone and bitumen,Stone and bitumen,Producers Price Index (Input Commodity),1000,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Waste and scrap,Waste and scrap,Producers Price Index (Input Commodity),1010,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Iron ore, alumina, basic and semi-finished metal products","Iron ore, alumina, basic and semi-finished products of steel, copper, aluminium, and other metals",Producers Price Index (Input Commodity),1050,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Fabricated metal products, excluding machinery and equipment","Fabricated metal products, excluding machinery and equipment",Producers Price Index (Input Commodity),1002,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Motor vehicles and parts,Motor vehicles and parts,Producers Price Index (Input Commodity),916,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Ships and boats,Ships and boats,Producers Price Index (Input Commodity),922,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Railway, aircraft, and other transport equipment and parts","Railway, aircraft, and other transport equipment and parts",Producers Price Index (Input Commodity),1027,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Domestic appliances,Domestic appliances,Producers Price Index (Input Commodity),957,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Electric motors, generators, and transformers","Electric motors, generators, and transformers",Producers Price Index (Input Commodity),1117,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Other electrical equipment (eg cables, batteries, lights, valves and tubes)","Other electrical equipment (eg cables, batteries, lights, electronic valves and tubes)",Producers Price Index (Input Commodity),1049,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Office and audio visual equipment, computers, and parts","Office and audio visual equipment, computers, and parts",Producers Price Index (Input Commodity),826,number,Index (Base 2009 Q4 = 1000),
2013 Q2,"Medical, photographic, and scientific equipment","Medical, photographic, and scientific equipment",Producers Price Index (Input Commodity),984,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Industrial machinery and parts,Industrial machinery and parts,Producers Price Index (Input Commodity),1052,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Agricultural and forestry equipment,Agricultural and forestry equipment,Producers Price Index (Input Commodity),993,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Jewellery,Jewellery,Producers Price Index (Input Commodity),1350,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Games and toys,Games and toys,Producers Price Index (Input Commodity),1017,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Contract manufacturing services,Contract manufacturing services,Producers Price Index (Input Commodity),1028,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Residential building construction,Residential building construction,Producers Price Index (Input Commodity),1080,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Non-residential building construction,Non-residential building construction,Producers Price Index (Input Commodity),1026,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Civil engineering services,Civil engineering services,Producers Price Index (Input Commodity),1109,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Site preparation services,Site preparation services,Producers Price Index (Input Commodity),1112,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Special trade construction services,Special trade construction services,Producers Price Index (Input Commodity),1053,number,Index (Base 2009 Q4 = 1000),
2013 Q2,Electrical installation services,Electrical installation services,Producers Price Index (Input Commodity),1057,number,Index (Base 2009 Q4 = 1000),
